gyro.x_x,gyro.x_y,gyro.y_x,gyro.y_y,gyro.z_x,gyro.z_y
591971.,-1.1211016178,591971.,15.4686412811,591971.,0.5379275084
591991.,-1.0405608416,591991.,17.2301826477,591991.,0.3274705410
592011.,-0.920691669,592011.,18.7425708771,592011.,0.7494666576
592031.,-0.9430328608,592031.,20.3201961517,592031.,0.5939515829
592051.,-0.7855353355,592051.,21.7347526550,592051.,0.6093695164
592071.,-0.8474423885,592071.,22.7371616364,592071.,0.4227376878
592091.,-0.7608991265,592091.,24.1156539917,592091.,0.6915338635
592111.,-0.7659192085,592111.,25.3257770538,592111.,0.4846081138
592131.,-1.1034146547,592131.,25.9083843231,592131.,0.3907569647
592151.,-1.0658631325,592151.,26.9222106934,592151.,0.4864130914
592171.,-1.1654638052,592171.,27.5066699982,592171.,0.4491367638
592191.,-1.0142238140,592191.,27.6908054352,592191.,0.4255883694
592211.,-1.2610108852,592211.,27.2746982574,592211.,0.3131794333
592231.,-1.2057455778,592231.,27.3052005768,592231.,0.5130279064
592251.,-1.6708307266,592251.,26.9193096161,592251.,0.5470521450
592271.,-1.1280136108,592271.,26.9060783386,592271.,0.9198598266
592291.,-1.0372298956,592291.,26.3149356842,592291.,0.4680936337
592311.,-0.824711442,592311.,25.7500896454,592311.,0.6214689016
592331.,-1.0313682556,592331.,24.5162353516,592331.,0.5274176002
592351.,-0.7155064344,592351.,23.2669696808,592351.,0.5291514993
592371.,-0.0301866978,592371.,22.3559856415,592371.,0.2679636180
592391.,-0.0598389506,592391.,20.5281887054,592391.,0.4192197919
592411.,0.2927030027,592411.,18.8346157074,592411.,0.1891957968
592431.,0.6276872158,592431.,17.5095329285,592431.,0.0910913646
592451.,1.2313537598,592451.,15.7329111099,592451.,0.2589337528
592471.,1.3173387051,592471.,13.8538618088,592471.,0.7175748348
592491.,1.6833640337,592491.,11.8810892105,592491.,0.4899887741
592511.,1.7751787901,592511.,9.6846780777,592511.,0.6253188848
592531.,2.046517849,592531.,7.5832419395,592531.,0.1848329306
592551.,1.9530164003,592551.,5.9916825294,592551.,-0.0562934689
592571.,1.9051876068,592571.,2.7998223305,592571.,0.0560872443
592591.,1.9044821262,592591.,1.3800086975,592591.,0.2084243894
592611.,2.0263876915,592611.,-1.5018491745,592611.,0.2464441359
592631.,1.9664943218,592631.,-3.648632288,592631.,-0.0943755209
592651.,1.139705658,592651.,-6.1337909698,592651.,0.0670645460
592671.,1.1537411213,592671.,-8.2709369659,592671.,0.1477488428
592691.,0.9693980217,592691.,-10.5951347351,592691.,-0.0341430046
592711.,0.8054937720,592711.,-12.4769535065,592711.,-0.3505984545
592731.,0.5820946097,592731.,-14.7995815277,592731.,-0.0043813433
592751.,-0.1160586625,592751.,-16.7204170227,592751.,-0.4517011344
592771.,-0.1525494605,592771.,-18.4152355194,592771.,-0.3169385493
592791.,-0.1994738281,592791.,-20.3612575531,592791.,-0.2768202424
592811.,-0.6344590783,592811.,-22.1265048981,592811.,-0.1323803067
592831.,-0.4133585989,592831.,-23.3280448914,592831.,-0.1371096075
592851.,-0.425290674,592851.,-24.9670047760,592851.,-0.4532589614
592871.,-0.6991812587,592871.,-26.5677089691,592871.,-0.5634351969
592891.,-0.6504794359,592891.,-27.5430927277,592891.,-0.4051654339
592911.,-0.5754454136,592911.,-28.9002532959,592911.,-0.2904539704
592931.,-0.6177123785,592931.,-29.2862396240,592931.,-0.2484331727
592951.,-0.4599689245,592951.,-30.1321086884,592951.,-0.0012558596
592971.,-0.5217721462,592971.,-30.4270477295,592971.,-0.4065905213
592991.,-0.2861759663,592991.,-30.4977779388,592991.,-0.6352696419
593011.,-0.3953485191,593011.,-31.0301971436,593011.,-0.3643353283
593031.,-0.2583610117,593031.,-31.1408176422,593031.,-0.9148826003
593051.,-0.3711564839,593051.,-31.0497112274,593051.,-0.6920440793
593071.,-0.2519636154,593071.,-30.4753837585,593071.,-0.8681982756
593091.,-0.6102256775,593091.,-29.8969573975,593091.,-0.9156790376
593111.,-0.8298500776,593111.,-29.0139846802,593111.,-0.5582595468
593131.,-0.7323665619,593131.,-28.1483840942,593131.,-0.4562692344
593151.,-0.9531768560,593151.,-26.9394302368,593151.,-0.6805801988
