K_ep,K_run,t,Trg_Action,Rot_Action,Mu,Sigma,Policy,D_perp,Tau,Tau_CR,Theta_x,V_BO_Mag,V_BO_Angle,a_BO_Mag,V_BP_Mag,V_BP_Angle,Phi_PB,Trg_Flag,Impact_Flag_Ext,Impact_Flag_OB,r_BO.x,r_BO.y,r_BO.z,V_BO.x,V_BO.y,V_BO.z,a_BO.x,a_BO.y,a_BO.z,Eul_BO.x,Eul_BO.y,Eul_BO.z,W_BO.x,W_BO.y,W_BO.z,AngAcc_BO.y,F_thrust,Mx,My,Mz,x_d.x,x_d.y,x_d.z,v_d.x,v_d.y,v_d.z,a_d.x,a_d.y,a_d.z,Error
# DATA_TYPE: EXP, SAR_SETTINGS: {Policy_Type: DEEP_RL_ONBOARD, SAR_Type: Source_One_V5, SAR_Config: A60_L250}, LEG_SETTINGS: {L_eff: 0.223, Gamma_eff: 52, K_Pitch: 20.0, K_Yaw: 20.0}, 

0,0,--,8,--,[0.000 0.000],[0.000 0.000],[0.000 0.000],  0.00,  4.60,  0.00,  2.60,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,No_Debug_Data,
0,0, 44.472, 0.526,-90.0,--,--,--, 0.609, 0.421, 0.267, 4.348, 3.02,  28.60,--, 3.02,  28.60,--,True,--,--, 0.00, 0.00, 0.00, 2.65, 0.03, 1.45,--,--,--, 2.78,-5.52,-1.56, 0.00, 0.26, 0.00,--,--,--,--,--,--,--,--,--,--,--,--,--,--,Trigger Data
0,0,-1714658291.087,--,0,False,False,False,0,0,0,0,    nan,   0.00,   0.00,--, 0.00,-0.00,   0.00,False,False, 0.00, 0.00, 0.00, 0.00,  nan, 0.00,--,--,--, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00,--, 0.00, 0.00, 0.00, 0.00,--,--,--,--,--,--,--,--,--,Impact Data


0,0,--,8,--,[0.000 0.000],[0.000 0.000],[0.000 0.000],  0.00,  4.60,  0.00,  2.60,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,No_Debug_Data,
0,0, 201.470, 0.508,-90.0,--,--,--, 0.621, 0.425, 0.273, 4.557, 3.18,  27.27,--, 3.18,  27.27,--,True,--,--, 0.00, 0.00, 0.00, 2.83,-0.12, 1.46,--,--,--, 1.56,-6.11, 5.48, 0.00,-0.39, 0.00,--,--,--,--,--,--,--,--,--,--,--,--,--,--,Trigger Data
0,0,-1714658291.087,--,0,False,False,False,0,0,0,0,    nan,   0.00,   0.00,--, 0.00,-0.00,   0.00,False,False, 0.00, 0.00, 0.00, 0.00,  nan, 0.00,--,--,--, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00,--, 0.00, 0.00, 0.00, 0.00,--,--,--,--,--,--,--,--,--,Impact Data


0,0,--,8,--,[0.000 0.000],[0.000 0.000],[0.000 0.000],  0.00,  4.45,  0.00,  2.60,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,No_Debug_Data,
0,0, 343.246, 0.513,-90.0,--,--,--, 0.623, 0.424, 0.272, 4.461, 3.15,  27.84,--, 3.15,  27.84,--,True,--,--, 0.00, 0.00, 0.00, 2.78,-0.08, 1.47,--,--,--,-0.30,-2.69, 0.80, 0.00,-0.08, 0.00,--,--,--,--,--,--,--,--,--,--,--,--,--,--,Trigger Data
0,0,-1714658291.087,--,0,False,False,False,0,0,0,0,    nan,   0.00,   0.00,--, 0.00,-0.00,   0.00,False,False, 0.00, 0.00, 0.00, 0.00,  nan, 0.00,--,--,--, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00,--, 0.00, 0.00, 0.00, 0.00,--,--,--,--,--,--,--,--,--,Impact Data


0,0,--,8,--,[0.000 0.000],[0.000 0.000],[0.000 0.000],  0.00,  4.25,  0.00,  2.60,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,No_Debug_Data,
0,0, 876.656, 0.529,-90.0,--,--,--, 0.599, 0.418, 0.263, 4.947, 3.29,  25.75,--, 3.29,  25.75,--,True,--,--, 0.00, 0.00, 0.00, 2.97,-0.19, 1.43,--,--,--,-5.51,-4.38, 1.32, 0.00,-0.62, 0.00,--,--,--,--,--,--,--,--,--,--,--,--,--,--,Trigger Data
0,0,-1714658291.087,--,0,False,False,False,0,0,0,0,    nan,   0.00,   0.00,--, 0.00,-0.00,   0.00,False,False, 0.00, 0.00, 0.00, 0.00,  nan, 0.00,--,--,--, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00,--, 0.00, 0.00, 0.00, 0.00,--,--,--,--,--,--,--,--,--,Impact Data


0,0,--,8,--,[0.000 0.000],[0.000 0.000],[0.000 0.000],  0.00,  4.25,  0.00,  2.60,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,No_Debug_Data,
0,0, 1047.236, 0.529,-90.0,--,--,--, 0.586, 0.423, 0.262, 4.877, 3.18,  25.84,--, 3.18,  25.84,--,True,--,--, 0.00, 0.00, 0.00, 2.86,-0.17, 1.39,--,--,--,-0.11,-2.07,-6.19, 0.00,-0.23, 0.00,--,--,--,--,--,--,--,--,--,--,--,--,--,--,Trigger Data
0,0,-1714658291.087,--,0,False,False,False,0,0,0,0,    nan,   0.00,   0.00,--, 0.00,-0.00,   0.00,False,False, 0.00, 0.00, 0.00, 0.00,  nan, 0.00,--,--,--, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00,--, 0.00, 0.00, 0.00, 0.00,--,--,--,--,--,--,--,--,--,Impact Data

