k_ep,k_run,t,Policy_Trg_Action,Policy_Flip_Action,mu,sigma,policy,x,y,z,vx,vy,vz,D_perp,Tau,Tau_est,Theta_x,Theta_x_est,Theta_y,Theta_y_est,flip_flag,impact_flag,eul_x,eul_y,eul_z,wx,wy,wz,qx,qy,qz,qw,F_thrust,Mx,My,Mz,x_d.x,x_d.y,x_d.z,v_d.x,v_d.y,v_d.z,a_d.x,a_d.y,a_d.z,Error
# DATA_TYPE: EXP, SAR_SETTINGS: {Policy_Type: PARAM_OPTIM, SAR_Type: Source_One_V5, SAR_Config: Base_Model}, PLANE_SETTINGS: {Plane_Config: Checkerboard_L02}, 
0,0,556.383,0.000,0.000,--,--,--, 3.906, 0.118,-0.104, 3.081, 0.069,-0.106, 2.103, 0.000, 0.000, 1.457, 0.000, 0.032,0.000,False,False,-0.726, 7.982, 5.833,-0.030, 0.040,-0.489,-0.003, 0.069, 0.051, 0.996, 6.042,-0.036,-2.002, 0.103, 0.000, 0.000, 0.400, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000,--
0,0,556.407,0.000,0.000,--,--,--, 3.968, 0.120,-0.106, 3.111, 0.072,-0.107, 2.109, 0.000, 0.000, 1.497, 0.000, 0.036,0.000,False,False,-0.681, 7.974, 5.200,-0.030, 0.030,-0.479,-0.003, 0.069, 0.046, 0.997, 6.042,-0.036,-2.002, 0.103, 0.000, 0.000, 0.400, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000,--
0,0,556.479,0.000,0.000,--,--,--, 4.225, 0.126,-0.115, 3.238, 0.085,-0.113, 2.111, 0.000, 0.000, 1.511, 0.000, 0.037,0.000,False,False,-0.846, 8.119, 2.961,-0.010, 0.040,-0.440,-0.006, 0.071, 0.026, 0.997, 6.042,-0.036,-2.002, 0.103, 0.000, 0.000, 0.400, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000,--
0,0,556.527,0.000,0.000,--,--,--, 4.356, 0.130,-0.119, 3.302, 0.092,-0.116, 2.118, 0.000, 0.000, 1.551, 0.000, 0.042,0.000,False,False,-0.779, 8.109, 2.012,-0.020, 0.060,-0.413,-0.006, 0.071, 0.018, 0.997, 6.003, 0.079,-2.227, 0.289, 0.000, 0.000, 0.400, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000,--
0,0,556.562,0.000,0.000,--,--,--, 4.489, 0.133,-0.124, 3.367, 0.099,-0.119, 2.125, 0.000, 0.000, 1.591, 0.000, 0.047,0.000,False,False,-0.871, 8.261, 1.050,-0.030, 0.060,-0.377,-0.007, 0.072, 0.010, 0.997, 6.003, 0.079,-2.227, 0.289, 0.000, 0.000, 0.400, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000,--
0,0,556.586,0.000,0.000,--,--,--, 4.557, 0.136,-0.126, 3.399, 0.103,-0.121, 2.133, 0.000, 0.000, 1.631, 0.000, 0.053,0.000,False,False,-0.848, 8.259, 0.734,-0.030, 0.060,-0.361,-0.007, 0.072, 0.007, 0.997, 5.974, 0.167,-2.326, 0.302, 0.000, 0.000, 0.400, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000,--
0,0,556.682,0.000,0.000,--,--,--, 4.905, 0.147,-0.139, 3.561, 0.125,-0.128, 2.138, 0.000, 0.000, 1.658, 0.000, 0.057,0.000,False,False,-1.024, 8.561,-1.190,-0.020, 0.050,-0.255,-0.010, 0.075,-0.010, 0.997, 5.974, 0.167,-2.326, 0.302, 0.000, 0.000, 0.400, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000,--
0,0,556.706,0.000,0.000,--,--,--, 4.976, 0.150,-0.142, 3.594, 0.130,-0.130, 2.140, 0.000, 0.000, 1.671, 0.000, 0.059,0.000,False,False,-1.000, 8.559,-1.506,-0.010, 0.050,-0.232,-0.010, 0.075,-0.012, 0.997, 5.974, 0.167,-2.326, 0.302, 0.000, 0.000, 0.400, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000,--
0,0,556.777,0.000,0.000,--,--,--, 5.269, 0.161,-0.152, 3.728, 0.150,-0.137, 2.148, 0.000, 0.000, 1.711, 0.000, 0.066,0.000,False,False,-1.097, 8.710,-2.310,-0.020, 0.040,-0.137,-0.011, 0.076,-0.019, 0.997, 5.974, 0.167,-2.326, 0.302, 0.000, 0.000, 0.400, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000,--
0,0,556.777,0.000,0.000,--,--,--, 5.269, 0.161,-0.152, 3.728, 0.150,-0.137, 2.154, 0.000, 0.000, 1.738, 0.000, 0.070,0.000,False,False,-1.097, 8.710,-2.310,-0.020, 0.040,-0.137,-0.011, 0.076,-0.019, 0.997, 5.916, 0.231,-2.466, 0.210, 0.000, 0.000, 0.400, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000,--
