k_ep,k_run,t,Policy_Trg_Action,Policy_Flip_Action,mu,sigma,policy,x,y,z,vx,vy,vz,D_perp,Tau,Tau_est,Theta_x,Theta_x_est,Theta_y,Theta_y_est,flip_flag,impact_flag,eul_x,eul_y,eul_z,wx,wy,wz,qx,qy,qz,qw,F_thrust,Mx,My,Mz,x_d.x,x_d.y,x_d.z,v_d.x,v_d.y,v_d.z,a_d.x,a_d.y,a_d.z,Error
# DATA_TYPE: EXP, SAR_SETTINGS: {Policy_Type: PARAM_OPTIM, SAR_Type: Source_One_V5, SAR_Config: Base_Model}, PLANE_SETTINGS: {Plane_Config: Checkerboard_L02}, 
# String Distance: 55mm
0,0,277.531,0.000,0.000,--,--,--, 0.305, 0.068,-0.001, 0.595, 0.149,-0.008, 2.001, 0.000, 0.000, 0.293, 0.000, 0.073,0.000,False,False,-0.583, 3.733, 27.371,-0.010, 0.020, 0.081, 0.003, 0.030, 0.237, 0.971, 6.262, 0.007,-0.487,-1.533, 0.000, 0.000, 0.400, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000,--
0,0,277.567,0.000,0.000,--,--,--, 0.330, 0.074,-0.002, 0.626, 0.158,-0.009, 2.002, 0.000, 0.000, 0.316, 0.000, 0.079,0.000,False,False,-0.589, 3.737, 27.534, 0.000, 0.020, 0.044, 0.003, 0.030, 0.238, 0.971, 6.262, 0.007,-0.487,-1.533, 0.000, 0.000, 0.400, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000,--
0,0,277.603,0.000,0.000,--,--,--, 0.356, 0.081,-0.002, 0.657, 0.166,-0.016, 2.002, 0.000, 0.000, 0.332, 0.000, 0.084,0.000,False,False,-0.632, 3.910, 27.533, 0.010, 0.050, 0.005, 0.003, 0.032, 0.238, 0.971, 6.255, 0.271,-0.598,-1.367, 0.000, 0.000, 0.400, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000,--
0,0,277.603,0.000,0.000,--,--,--, 0.356, 0.081,-0.002, 0.657, 0.166,-0.016, 2.003, 0.000, 0.000, 0.356, 0.000, 0.090,0.000,False,False,-0.632, 3.910, 27.533, 0.010, 0.050, 0.005, 0.003, 0.032, 0.238, 0.971, 6.255, 0.271,-0.598,-1.367, 0.000, 0.000, 0.400, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000,--
0,0,277.710,0.000,0.000,--,--,--, 0.426, 0.099,-0.003, 0.738, 0.187,-0.021, 2.003, 0.000, 0.000, 0.364, 0.000, 0.092,0.000,False,False,-0.826, 4.114, 27.037,-0.010, 0.070,-0.077, 0.001, 0.033, 0.234, 0.972, 6.250, 0.071,-0.730,-1.262, 0.000, 0.000, 0.400, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000,--
0,0,277.770,0.000,0.000,--,--,--, 0.472, 0.110,-0.004, 0.788, 0.201,-0.018, 2.004, 0.000, 0.000, 0.397, 0.000, 0.101,0.000,False,False,-1.059, 4.487, 26.540,-0.050, 0.070,-0.123, 0.000, 0.036, 0.230, 0.973, 6.250, 0.071,-0.730,-1.262, 0.000, 0.000, 0.400, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000,--
0,0,277.806,0.000,0.000,--,--,--, 0.504, 0.118,-0.005, 0.820, 0.210,-0.020, 2.005, 0.000, 0.000, 0.413, 0.000, 0.106,0.000,False,False,-1.083, 4.649, 26.213,-0.050, 0.050,-0.147, 0.000, 0.037, 0.227, 0.973, 6.242, 0.069,-0.761,-1.149, 0.000, 0.000, 0.400, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000,--
0,0,277.854,0.000,0.000,--,--,--, 0.537, 0.127,-0.006, 0.854, 0.219,-0.020, 2.006, 0.000, 0.000, 0.438, 0.000, 0.113,0.000,False,False,-1.230, 4.674, 25.719,-0.040, 0.040,-0.173,-0.001, 0.037, 0.223, 0.974, 6.242, 0.069,-0.761,-1.149, 0.000, 0.000, 0.400, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000,--
