k_ep,k_run,t,Policy_Trg_Action,Policy_Flip_Action,mu,sigma,policy,x,y,z,vx,vy,vz,D_perp,Tau,Tau_est,Theta_x,Theta_x_est,Theta_y,Theta_y_est,flip_flag,impact_flag,eul_x,eul_y,eul_z,wx,wy,wz,qx,qy,qz,qw,F_thrust,Mx,My,Mz,x_d.x,x_d.y,x_d.z,v_d.x,v_d.y,v_d.z,a_d.x,a_d.y,a_d.z,Error
# DATA_TYPE: EXP, SAR_SETTINGS: {Policy_Type: PARAM_OPTIM, SAR_Type: Source_One_V5, SAR_Config: Base_Model}, PLANE_SETTINGS: {Plane_Config: Checkerboard_L02}, 
0,0,82.300,0.000,0.000,--,--,--, 0.063, 3.383,-3.477, 0.153, 8.145,-8.371, 5.394, 0.000, 0.000, 0.028, 0.000, 1.491,0.000,False,False,-0.159, 0.634,-0.001, 0.040, 0.090, 0.001,-0.001, 0.006,-0.000, 1.000, 11.957, 1.143,-0.206,-0.002, 0.000, 0.000, 0.400, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000,--
0,0,82.370,0.000,0.000,--,--,--, 0.076, 4.066,-4.179, 0.167, 8.929,-9.176, 6.271, 0.000, 0.000, 0.026, 0.000, 1.439,0.000,False,False,-0.000, 1.110,-0.000, 0.010, 0.090, 0.000,-0.000, 0.010,-0.000, 1.000, 11.957, 1.143,-0.206,-0.002, 0.000, 0.000, 0.400, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000,--
0,0,82.418,0.000,0.000,--,--,--, 0.083, 4.431,-4.554, 0.174, 9.320,-9.579, 6.650, 0.000, 0.000, 0.026, 0.000, 1.416,0.000,False,False,-0.000, 1.269,-0.000,-0.010, 0.080,-0.001,-0.000, 0.011,-0.000, 1.000, 14.659, 1.240,-0.258, 0.008, 0.000, 0.000, 0.400, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000,--
0,0,82.477,0.000,0.000,--,--,--, 0.000, 0.000, 0.000, 0.001, 0.089,-0.090, 2.000, 5.000, 0.000, 0.000, 0.000, 0.000,0.000,False,False,-0.000, 0.000, 0.000,-0.030, 0.070, 0.002,-0.000, 0.000, 0.000, 1.000, 14.659, 1.240,-0.258, 0.008, 0.000, 0.000, 0.400, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000,--
0,0,82.502,0.000,0.000,--,--,--, 0.000, 0.004,-0.004, 0.004, 0.283,-0.291, 2.001, 0.000, 0.000, 0.001, 0.000, 0.092,0.000,False,False,-0.000, 0.159, 0.000,-0.030, 0.060,-0.003,-0.000, 0.001, 0.000, 1.000, 14.659, 1.240,-0.258, 0.008, 0.000, 0.000, 0.400, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000,--
0,0,82.574,0.000,0.000,--,--,--, 0.000, 0.059,-0.060, 0.017, 1.076,-1.103, 2.032, 0.000, 0.000, 0.006, 0.000, 0.385,0.000,False,False,-0.159, 0.317,-0.000, 0.010, 0.040,-0.010,-0.001, 0.003, 0.000, 1.000, 14.659, 1.240,-0.258, 0.008, 0.000, 0.000, 0.400, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000,--
0,0,82.634,0.000,0.000,--,--,--, 0.002, 0.141,-0.144, 0.027, 1.664,-1.706, 2.098, 0.000, 0.000, 0.010, 0.000, 0.653,0.000,False,False,-0.000, 0.476,-0.000, 0.010, 0.020,-0.002,-0.000, 0.004,-0.000, 1.000, 14.659, 1.240,-0.258, 0.008, 0.000, 0.000, 0.400, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000,--
0,0,82.682,0.000,0.000,--,--,--, 0.003, 0.215,-0.221, 0.034, 2.053,-2.107, 2.200, 0.000, 0.000, 0.014, 0.000, 0.889,0.000,False,False,-0.000, 0.476, 0.000, 0.000, 0.010, 0.001,-0.000, 0.004, 0.000, 1.000, 14.659, 1.240,-0.258, 0.008, 0.000, 0.000, 0.400, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000,--
0,0,82.682,0.000,0.000,--,--,--, 0.003, 0.215,-0.221, 0.034, 2.053,-2.107, 2.339, 0.000, 0.000, 0.018, 0.000, 1.090,0.000,False,False,-0.000, 0.476, 0.000, 0.000, 0.010, 0.001,-0.000, 0.004, 0.000, 1.000, 7.356, 0.477,-0.072,-0.002, 0.000, 0.000, 0.400, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000,--
