k_ep,k_run,t,Policy_Trg_Action,Policy_Flip_Action,mu,sigma,policy,x,y,z,vx,vy,vz,D_perp,Tau,Tau_est,Theta_x,Theta_x_est,Theta_y,Theta_y_est,flip_flag,impact_flag,eul_x,eul_y,eul_z,wx,wy,wz,qx,qy,qz,qw,F_thrust,Mx,My,Mz,x_d.x,x_d.y,x_d.z,v_d.x,v_d.y,v_d.z,a_d.x,a_d.y,a_d.z,Error
# DATA_TYPE: EXP, SAR_SETTINGS: {Policy_Type: PARAM_OPTIM, SAR_Type: Source_One_V5, SAR_Config: Base_Model}, PLANE_SETTINGS: {Plane_Config: Checkerboard_L02}, 
0,0,247.183,0.000,0.000,--,--,--, 0.069, 3.625,-3.768, 0.194, 8.431,-8.761, 5.681, 0.000, 0.000, 0.033, 0.000, 1.466,0.000,False,False, 0.521, 11.597,-0.425, 0.020, 0.190, 0.006, 0.004, 0.101,-0.004, 0.995, 10.415, 0.957,-1.051, 0.079, 0.000, 0.000, 0.400, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000,--
0,0,247.207,0.000,0.000,--,--,--, 0.073, 3.796,-3.945, 0.201, 8.627,-8.965, 5.856, 0.000, 0.000, 0.033, 0.000, 1.456,0.000,False,False, 0.522, 11.757,-0.424, 0.020, 0.170, 0.000, 0.004, 0.102,-0.004, 0.995, 14.025, 1.176,-1.111, 0.117, 0.000, 0.000, 0.400, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000,--
0,0,247.278,0.000,0.000,--,--,--, 0.090, 4.517,-4.695, 0.230, 9.410,-9.777, 6.406, 0.000, 0.000, 0.034, 0.000, 1.423,0.000,False,False, 0.524, 12.395,-0.422,-0.010, 0.120, 0.000, 0.004, 0.108,-0.004, 0.994, 14.025, 1.176,-1.111, 0.117, 0.000, 0.000, 0.400, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000,--
0,0,247.326,0.000,0.000,--,--,--, 0.100, 4.911,-5.104, 0.245, 9.812,-10.193, 6.993, 0.000, 0.000, 0.034, 0.000, 1.387,0.000,False,False, 0.525, 12.554,-0.421,-0.020, 0.100, 0.001, 0.004, 0.109,-0.004, 0.994, 14.025, 1.176,-1.111, 0.117, 0.000, 0.000, 0.400, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000,--
0,0,247.362,0.000,0.000,--,--,--, 0.000, 0.004,-0.004, 0.005, 0.284,-0.295, 2.007, 0.000, 0.000, 0.003, 0.000, 0.190,0.000,False,False,-0.000, 0.159,-0.000,-0.030, 0.070,-0.007,-0.000, 0.001,-0.000, 1.000, 14.025, 1.176,-1.111, 0.117, 0.000, 0.000, 0.400, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000,--
0,0,247.398,0.000,0.000,--,--,--, 0.000, 0.023,-0.024, 0.011, 0.677,-0.704, 2.031, 0.000, 0.000, 0.006, 0.000, 0.381,0.000,False,False,-0.159, 0.317,-0.000,-0.040, 0.040,-0.011,-0.001, 0.003,-0.000, 1.000, 6.612, 0.274,-0.094, 0.015, 0.000, 0.000, 0.400, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000,--
0,0,247.482,0.000,0.000,--,--,--, 0.001, 0.108,-0.113, 0.026, 1.459,-1.521, 2.098, 0.000, 0.000, 0.011, 0.000, 0.648,0.000,False,False,-0.159, 0.476,-0.001,-0.030,-0.020, 0.001,-0.001, 0.004,-0.000, 1.000, 6.612, 0.274,-0.094, 0.015, 0.000, 0.000, 0.400, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000,--
0,0,247.506,0.000,0.000,--,--,--, 0.002, 0.140,-0.145, 0.029, 1.656,-1.725, 2.129, 0.000, 0.000, 0.013, 0.000, 0.731,0.000,False,False,-0.317, 0.317,-0.001,-0.030,-0.030,-0.006,-0.003, 0.003,-0.000, 1.000, 7.124, 0.478, 0.019, 0.004, 0.000, 0.000, 0.400, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000,--
0,0,247.578,0.000,0.000,--,--,--, 0.005, 0.303,-0.316, 0.046, 2.439,-2.544, 2.244, 0.000, 0.000, 0.017, 0.000, 0.956,0.000,False,False,-0.317, 0.158,-0.159,-0.020,-0.100,-0.020,-0.003, 0.001,-0.001, 1.000, 7.124, 0.478, 0.019, 0.004, 0.000, 0.000, 0.400, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000,--
0,0,247.626,0.000,0.000,--,--,--, 0.007, 0.409,-0.426, 0.054, 2.830,-2.954, 2.397, 0.000, 0.000, 0.021, 0.000, 1.139,0.000,False,False,-0.317,-0.159,-0.158,-0.020,-0.140,-0.005,-0.003,-0.001,-0.001, 1.000, 7.124, 0.478, 0.019, 0.004, 0.000, 0.000, 0.400, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000,--
0,0,247.684,0.000,0.000,--,--,--, 0.011, 0.596,-0.622, 0.068, 3.419,-3.569, 2.587, 0.000, 0.000, 0.025, 0.000, 1.283,0.000,False,False,-0.477,-0.635,-0.156,-0.030,-0.190,-0.001,-0.004,-0.006,-0.001, 1.000, 7.124, 0.478, 0.019, 0.004, 0.000, 0.000, 0.400, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000,--
0,0,247.696,0.000,0.000,--,--,--, 0.012, 0.667,-0.695, 0.074, 3.615,-3.775, 2.813, 0.000, 0.000, 0.029, 0.000, 1.389,0.000,False,False,-0.477,-0.794,-0.155,-0.020,-0.210,-0.002,-0.004,-0.007,-0.001, 1.000, 8.516, 0.827, 0.416, 0.013, 0.000, 0.000, 0.400, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000,--
0,0,247.779,0.000,0.000,--,--,--, 0.019, 0.987,-1.030, 0.095, 4.398,-4.597, 2.985, 0.000, 0.000, 0.031, 0.000, 1.440,0.000,False,False,-0.478,-1.904,-0.151,-0.020,-0.270, 0.010,-0.004,-0.017,-0.001, 1.000, 8.516, 0.827, 0.416, 0.013, 0.000, 0.000, 0.400, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000,--
0,0,247.803,0.000,0.000,--,--,--, 0.021, 1.077,-1.124, 0.100, 4.593,-4.802, 3.077, 0.000, 0.000, 0.031, 0.000, 1.461,0.000,False,False,-0.637,-2.221,-0.146,-0.020,-0.300, 0.019,-0.006,-0.019,-0.001, 1.000, 9.390, 0.952, 0.650,-0.028, 0.000, 0.000, 0.400, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000,--
0,0,247.875,0.000,0.000,--,--,--, 0.030, 1.481,-1.547, 0.122, 5.389,-5.632, 3.077, 0.000, 0.000, 0.031, 0.000, 1.461,0.000,False,False,-0.634,-3.648, 0.020, 0.000,-0.370, 0.000,-0.006,-0.032,-0.000, 0.999, 9.390, 0.952, 0.650,-0.028, 0.000, 0.000, 0.400, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000,--
0,0,247.923,0.000,0.000,--,--,--, 0.035, 1.705,-1.780, 0.132, 5.780,-6.042, 3.720, 0.000, 0.000, 0.035, 0.000, 1.527,0.000,False,False,-0.475,-4.441, 0.018, 0.010,-0.410, 0.013,-0.004,-0.039,-0.000, 0.999, 9.390, 0.952, 0.650,-0.028, 0.000, 0.000, 0.400, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000,--
0,0,247.984,0.000,0.000,--,--,--, 0.043, 2.069,-2.161, 0.146, 6.367,-6.656, 4.095, 0.000, 0.000, 0.035, 0.000, 1.530,0.000,False,False,-0.475,-5.870, 0.024, 0.020,-0.460, 0.025,-0.004,-0.051, 0.000, 0.999, 9.390, 0.952, 0.650,-0.028, 0.000, 0.000, 0.400, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000,--
0,0,247.996,0.000,0.000,--,--,--, 0.046, 2.198,-2.296, 0.151, 6.563,-6.861, 4.366, 0.000, 0.000, 0.035, 0.000, 1.525,0.000,False,False,-0.475,-6.505, 0.027, 0.020,-0.470, 0.019,-0.004,-0.057, 0.000, 0.998, 11.476, 1.074, 1.232,-0.076, 0.000, 0.000, 0.400, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000,--
0,0,248.079,0.000,0.000,--,--,--, 0.059, 2.755,-2.878, 0.166, 7.347,-7.679, 4.802, 0.000, 0.000, 0.034, 0.000, 1.509,0.000,False,False,-0.304,-8.570, 0.182, 0.010,-0.540, 0.009,-0.003,-0.075, 0.001, 0.997, 11.476, 1.074, 1.232,-0.076, 0.000, 0.000, 0.400, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000,--
0,0,248.103,0.000,0.000,--,--,--, 0.063, 2.904,-3.034, 0.169, 7.543,-7.883, 4.955, 0.000, 0.000, 0.033, 0.000, 1.502,0.000,False,False,-0.303,-9.206, 0.184, 0.010,-0.560, 0.020,-0.003,-0.080, 0.001, 0.997, 12.644, 1.169, 1.558,-0.108, 0.000, 0.000, 0.400, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000,--
0,0,248.175,0.000,0.000,--,--,--, 0.077, 3.539,-3.697, 0.180, 8.327,-8.702, 5.441, 0.000, 0.000, 0.032, 0.000, 1.476,0.000,False,False,-0.283,-11.754, 0.348,-0.020,-0.610, 0.016,-0.003,-0.102, 0.003, 0.995, 12.644, 1.169, 1.558,-0.108, 0.000, 0.000, 0.400, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000,--
0,0,248.223,0.000,0.000,--,--,--, 0.084, 3.880,-4.053, 0.183, 8.719,-9.111, 5.963, 0.000, 0.000, 0.030, 0.000, 1.445,0.000,False,False,-0.279,-13.190, 0.351,-0.030,-0.640, 0.021,-0.003,-0.115, 0.003, 0.993, 12.644, 1.169, 1.558,-0.108, 0.000, 0.000, 0.400, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000,--
0,0,248.282,0.000,0.000,--,--,--, 0.095, 4.421,-4.619, 0.186, 9.307,-9.724, 6.522, 0.000, 0.000, 0.028, 0.000, 1.412,0.000,False,False,-0.429,-15.266, 0.378,-0.020,-0.680, 0.012,-0.004,-0.133, 0.003, 0.991, 12.644, 1.169, 1.558,-0.108, 0.000, 0.000, 0.400, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000,--
0,0,248.294,0.000,0.000,--,--,--, 0.099, 4.609,-4.815, 0.187, 9.501,-9.928, 6.915, 0.000, 0.000, 0.027, 0.000, 1.388,0.000,False,False,-0.427,-15.907, 0.380,-0.020,-0.690, 0.010,-0.004,-0.138, 0.003, 0.990, 15.067, 1.298, 2.227,-0.164, 0.000, 0.000, 0.400, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000,--
0,0,248.378,0.000,0.000,--,--,--, 0.000, 0.004,-0.004, 0.006, 0.284,-0.295, 2.000, 5.000, 0.000, 0.000, 0.000, 0.000,0.000,False,False,-0.000,-1.110, 0.000,-0.010,-0.730, 0.018,-0.000,-0.010, 0.000, 1.000, 15.067, 1.298, 2.227,-0.164, 0.000, 0.000, 0.400, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000,--
0,0,248.426,0.000,0.000,--,--,--, 0.000, 0.024,-0.024, 0.015, 0.686,-0.712, 2.018, 0.000, 0.000, 0.006, 0.000, 0.291,0.000,False,False,-0.000,-2.855, 0.000,-0.010,-0.740, 0.004,-0.000,-0.025, 0.000, 1.000, 15.067, 1.298, 2.227,-0.164, 0.000, 0.000, 0.400, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000,--
0,0,248.462,0.000,0.000,--,--,--, 0.001, 0.059,-0.061, 0.025, 1.079,-1.120, 2.073, 0.000, 0.000, 0.013, 0.000, 0.568,0.000,False,False, 0.006,-4.600, 0.158,-0.010,-0.760, 0.002,-0.000,-0.040, 0.001, 0.999, 15.067, 1.298, 2.227,-0.164, 0.000, 0.000, 0.400, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000,--
0,0,248.522,0.000,0.000,--,--,--, 0.003, 0.141,-0.147, 0.041, 1.667,-1.732, 2.147, 0.000, 0.000, 0.019, 0.000, 0.776,0.000,False,False,-0.148,-7.140, 0.168,-0.050,-0.790, 0.014,-0.001,-0.062, 0.001, 0.998, 15.067, 1.298, 2.227,-0.164, 0.000, 0.000, 0.400, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000,--
0,0,248.582,0.000,0.000,--,--,--, 0.006, 0.259,-0.269, 0.057, 2.254,-2.346, 2.224, 0.000, 0.000, 0.023, 0.000, 0.925,0.000,False,False,-0.302,-9.843, 0.185,-0.070,-0.800, 0.015,-0.003,-0.086, 0.001, 0.996, 15.067, 1.298, 2.227,-0.164, 0.000, 0.000, 0.400, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000,--
0,0,248.606,0.000,0.000,--,--,--, 0.007, 0.306,-0.318, 0.062, 2.450,-2.550, 2.269, 0.000, 0.000, 0.025, 0.000, 0.993,0.000,False,False,-0.301,-10.798, 0.188,-0.070,-0.800, 0.011,-0.003,-0.094, 0.001, 0.996, 7.491, 0.697, 2.125,-0.055, 0.000, 0.000, 0.400, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000,--
0,0,248.678,0.000,0.000,--,--,--, 0.013, 0.533,-0.555, 0.082, 3.232,-3.367, 2.428, 0.000, 0.000, 0.029, 0.000, 1.170,0.000,False,False,-0.610,-14.307, 0.236,-0.080,-0.810, 0.021,-0.006,-0.125, 0.001, 0.992, 7.491, 0.697, 2.125,-0.055, 0.000, 0.000, 0.400, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000,--
0,0,248.726,0.000,0.000,--,--,--, 0.016, 0.670,-0.698, 0.091, 3.626,-3.777, 2.624, 0.000, 0.000, 0.033, 0.000, 1.306,0.000,False,False,-0.741,-16.066, 0.425,-0.050,-0.820, 0.031,-0.007,-0.140, 0.003, 0.990, 7.491, 0.697, 2.125,-0.055, 0.000, 0.000, 0.400, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000,--
0,0,248.762,0.000,0.000,--,--,--, 0.020, 0.823,-0.857, 0.100, 4.017,-4.186, 2.857, 0.000, 0.000, 0.035, 0.000, 1.405,0.000,False,False,-0.890,-17.989, 0.462,-0.030,-0.830, 0.007,-0.008,-0.156, 0.003, 0.988, 7.491, 0.697, 2.125,-0.055, 0.000, 0.000, 0.400, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000,--
0,0,248.822,0.000,0.000,--,--,--, 0.026, 1.082,-1.127, 0.111, 4.604,-4.800, 3.127, 0.000, 0.000, 0.035, 0.000, 1.472,0.000,False,False,-0.880,-20.563, 0.482,-0.010,-0.810, 0.027,-0.008,-0.179, 0.003, 0.984, 7.491, 0.697, 2.125,-0.055, 0.000, 0.000, 0.400, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000,--
0,0,248.881,0.000,0.000,--,--,--, 0.033, 1.376,-1.433, 0.121, 5.192,-5.414, 3.327, 0.000, 0.000, 0.035, 0.000, 1.501,0.000,False,False,-0.836,-23.308, 0.658,-0.010,-0.800, 0.023,-0.008,-0.202, 0.004, 0.979, 7.491, 0.697, 2.125,-0.055, 0.000, 0.000, 0.400, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000,--
0,0,248.905,0.000,0.000,--,--,--, 0.036, 1.482,-1.543, 0.123, 5.388,-5.619, 3.433, 0.000, 0.000, 0.035, 0.000, 1.512,0.000,False,False,-0.831,-24.118, 0.664, 0.000,-0.800, 0.024,-0.008,-0.209, 0.004, 0.978, 9.284, 1.018, 2.958,-0.199, 0.000, 0.000, 0.400, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000,--
0,0,248.977,0.000,0.000,--,--,--, 0.046, 1.950,-2.032, 0.130, 6.182,-6.450, 3.782, 0.000, 0.000, 0.033, 0.000, 1.530,0.000,False,False,-0.773,-27.534, 0.842,-0.030,-0.790, 0.022,-0.008,-0.238, 0.006, 0.971, 9.284, 1.018, 2.958,-0.199, 0.000, 0.000, 0.400, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000,--
0,0,249.025,0.000,0.000,--,--,--, 0.052, 2.205,-2.298, 0.131, 6.572,-6.860, 4.163, 0.000, 0.000, 0.031, 0.000, 1.531,0.000,False,False,-0.913,-29.332, 0.895,-0.030,-0.770, 0.021,-0.010,-0.253, 0.006, 0.967, 9.284, 1.018, 2.958,-0.199, 0.000, 0.000, 0.400, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000,--
