k_ep,k_run,t,Policy_Trg_Action,Policy_Flip_Action,mu,sigma,policy,x,y,z,vx,vy,vz,D_perp,Tau,Tau_est,Theta_x,Theta_x_est,Theta_y,Theta_y_est,flip_flag,impact_flag,eul_x,eul_y,eul_z,wx,wy,wz,qx,qy,qz,qw,F_thrust,Mx,My,Mz,x_d.x,x_d.y,x_d.z,v_d.x,v_d.y,v_d.z,a_d.x,a_d.y,a_d.z,Error
# DATA_TYPE: EXP, SAR_SETTINGS: {Policy_Type: PARAM_OPTIM, SAR_Type: Source_One_V5, SAR_Config: Base_Model}, PLANE_SETTINGS: {Plane_Config: Checkerboard_L02}, 
0,0,340.380,0.000,0.000,--,--,--, 20.254, 5.083,-0.802, 8.754, 2.229,-0.392, 2.798, 0.000, 0.000, 3.119, 0.000, 0.795,0.000,False,False,-4.651, 15.489, 30.998, 0.030, 0.070, 0.549,-0.003, 0.119, 0.270, 0.956, 4.557, 0.352,-3.640,-1.888, 0.000, 0.000, 0.400, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000,--
0,0,340.404,0.000,0.000,--,--,--, 20.429, 5.128,-0.810, 8.804, 2.237,-0.394, 2.806, 0.000, 0.000, 3.128, 0.000, 0.795,0.000,False,False,-4.772, 15.575, 31.649,-0.030, 0.070, 0.539,-0.003, 0.119, 0.275, 0.954, 4.557, 0.352,-3.640,-1.888, 0.000, 0.000, 0.400, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000,--
0,0,340.475,0.000,0.000,--,--,--, 21.142, 5.308,-0.842, 9.001, 2.264,-0.404, 2.830, 0.000, 0.000, 3.154, 0.000, 0.796,0.000,False,False,-4.844, 15.928, 33.646,-0.010, 0.050, 0.496, 0.000, 0.120, 0.292, 0.949, 4.557, 0.352,-3.640,-1.888, 0.000, 0.000, 0.400, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000,--
0,0,340.535,0.000,0.000,--,--,--, 21.686, 5.445,-0.866, 9.152, 2.282,-0.408, 2.854, 0.000, 0.000, 3.180, 0.000, 0.796,0.000,False,False,-5.018, 16.279, 35.137,-0.020, 0.030, 0.446, 0.001, 0.122, 0.304, 0.945, 4.317, 0.203,-3.580,-1.905, 0.000, 0.000, 0.400, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000,--
0,0,340.583,0.000,0.000,--,--,--, 22.054, 5.536,-0.882, 9.252, 2.293,-0.413, 2.878, 0.000, 0.000, 3.205, 0.000, 0.795,0.000,False,False,-5.006, 16.351, 35.983,-0.010, 0.030, 0.413, 0.003, 0.122, 0.311, 0.942, 4.317, 0.203,-3.580,-1.905, 0.000, 0.000, 0.400, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000,--
0,0,340.583,0.000,0.000,--,--,--, 22.054, 5.536,-0.882, 9.252, 2.293,-0.413, 2.878, 0.000, 0.000, 3.205, 0.000, 0.795,0.000,False,False,-5.006, 16.351, 35.983,-0.010, 0.030, 0.413, 0.003, 0.122, 0.311, 0.942, 4.242, 0.146,-3.526,-1.878, 0.000, 0.000, 0.400, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000,--
0,0,340.679,0.000,0.000,--,--,--, 22.992, 5.767,-0.924, 9.506, 2.320,-0.423, 2.920, 0.000, 0.000, 3.246, 0.000, 0.793,0.000,False,False,-5.212, 16.591, 37.821, 0.010, 0.030, 0.321, 0.004, 0.122, 0.327, 0.937, 4.242, 0.146,-3.526,-1.878, 0.000, 0.000, 0.400, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000,--
0,0,340.703,0.000,0.000,--,--,--, 23.183, 5.814,-0.933, 9.557, 2.325,-0.426, 2.946, 0.000, 0.000, 3.270, 0.000, 0.791,0.000,False,False,-5.351, 16.841, 38.143, 0.000, 0.040, 0.302, 0.004, 0.123, 0.329, 0.936, 4.242, 0.146,-3.526,-1.878, 0.000, 0.000, 0.400, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000,--
0,0,340.775,0.000,0.000,--,--,--, 23.955, 6.001,-0.967, 9.763, 2.344,-0.434, 2.954, 0.000, 0.000, 3.277, 0.000, 0.791,0.000,False,False,-5.352, 16.925, 38.996, 0.000, 0.060, 0.215, 0.006, 0.123, 0.336, 0.934, 4.242, 0.146,-3.526,-1.878, 0.000, 0.000, 0.400, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000,--
0,0,340.775,0.000,0.000,--,--,--, 23.955, 6.001,-0.967, 9.763, 2.344,-0.434, 2.972, 0.000, 0.000, 3.293, 0.000, 0.789,0.000,False,False,-5.352, 16.925, 38.996, 0.000, 0.060, 0.215, 0.006, 0.123, 0.336, 0.934, 4.066, 0.083,-3.554,-1.727, 0.000, 0.000, 0.400, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000,--
0,0,340.882,0.000,0.000,--,--,--, 24.945, 6.237,-1.011, 10.022, 2.367,-0.442, 3.007, 0.000, 0.000, 3.324, 0.000, 0.786,0.000,False,False,-5.647, 17.438, 39.643, 0.010, 0.070, 0.114, 0.006, 0.126, 0.342, 0.931, 4.066, 0.083,-3.554,-1.727, 0.000, 0.000, 0.400, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000,--
0,0,340.882,0.000,0.000,--,--,--, 24.945, 6.237,-1.011, 10.022, 2.367,-0.442, 3.034, 0.000, 0.000, 3.346, 0.000, 0.784,0.000,False,False,-5.647, 17.438, 39.643, 0.010, 0.070, 0.114, 0.006, 0.126, 0.342, 0.931, 3.937, 0.075,-3.566,-1.615, 0.000, 0.000, 0.400, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000,--
