k_ep,k_run,t,Policy_Trg_Action,Policy_Flip_Action,mu,sigma,policy,x,y,z,vx,vy,vz,D_perp,Tau,Tau_est,Theta_x,Theta_x_est,Theta_y,Theta_y_est,flip_flag,impact_flag,eul_x,eul_y,eul_z,wx,wy,wz,qx,qy,qz,qw,F_thrust,Mx,My,Mz,x_d.x,x_d.y,x_d.z,v_d.x,v_d.y,v_d.z,a_d.x,a_d.y,a_d.z,Error
# DATA_TYPE: EXP, SAR_SETTINGS: {Policy_Type: PARAM_OPTIM, SAR_Type: Source_One_V5, SAR_Config: Base_Model}, PLANE_SETTINGS: {Plane_Config: Checkerboard_L02}, 
0,0,625.030,0.000,0.000,--,--,--, 0.164, 0.008,-0.006, 0.582, 0.036,-0.025, 2.006, 0.000, 0.000, 0.284, 0.000, 0.017,0.000,False,False, 0.917, 1.299, 18.165, 0.010, 0.010, 0.239, 0.010, 0.012, 0.158, 0.987, 6.296,-0.067,-0.311,-1.212, 0.000, 0.000, 0.400, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000,--
0,0,625.055,0.000,0.000,--,--,--, 0.176, 0.009,-0.007, 0.604, 0.038,-0.026, 2.007, 0.000, 0.000, 0.295, 0.000, 0.018,0.000,False,False, 0.914, 1.297, 18.486, 0.010, 0.020, 0.203, 0.010, 0.012, 0.161, 0.987, 6.299,-0.070,-0.380,-1.140, 0.000, 0.000, 0.400, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000,--
0,0,625.125,0.000,0.000,--,--,--, 0.228, 0.012,-0.009, 0.693, 0.046,-0.030, 2.007, 0.000, 0.000, 0.295, 0.000, 0.018,0.000,False,False, 0.880, 1.460, 19.130,-0.010, 0.030, 0.102, 0.010, 0.014, 0.166, 0.986, 6.299,-0.070,-0.380,-1.140, 0.000, 0.000, 0.400, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000,--
0,0,625.173,0.000,0.000,--,--,--, 0.257, 0.014,-0.010, 0.739, 0.051,-0.033, 2.010, 0.000, 0.000, 0.362, 0.000, 0.024,0.000,False,False, 0.880, 1.460, 19.130,-0.020, 0.040, 0.051, 0.010, 0.014, 0.166, 0.986, 6.299,-0.070,-0.380,-1.140, 0.000, 0.000, 0.400, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000,--
0,0,625.234,0.000,0.000,--,--,--, 0.303, 0.018,-0.012, 0.808, 0.059,-0.036, 2.012, 0.000, 0.000, 0.396, 0.000, 0.028,0.000,False,False, 0.852, 1.625, 19.131,-0.030, 0.060,-0.031, 0.010, 0.015, 0.166, 0.986, 6.299,-0.070,-0.380,-1.140, 0.000, 0.000, 0.400, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000,--
0,0,625.249,0.000,0.000,--,--,--, 0.320, 0.019,-0.013, 0.832, 0.061,-0.037, 2.014, 0.000, 0.000, 0.431, 0.000, 0.032,0.000,False,False, 0.658, 1.819, 19.130,-0.020, 0.050,-0.060, 0.008, 0.017, 0.166, 0.986, 6.302,-0.030,-0.580,-0.887, 0.000, 0.000, 0.400, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000,--
0,0,625.332,0.000,0.000,--,--,--, 0.391, 0.024,-0.016, 0.928, 0.073,-0.042, 2.016, 0.000, 0.000, 0.454, 0.000, 0.035,0.000,False,False, 0.476, 2.011, 18.485,-0.030, 0.060,-0.156, 0.007, 0.018, 0.161, 0.987, 6.302,-0.030,-0.580,-0.887, 0.000, 0.000, 0.400, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000,--
0,0,625.355,0.000,0.000,--,--,--, 0.410, 0.026,-0.017, 0.952, 0.076,-0.043, 2.017, 0.000, 0.000, 0.466, 0.000, 0.037,0.000,False,False, 0.452, 2.176, 18.325,-0.030, 0.050,-0.184, 0.007, 0.019, 0.159, 0.987, 6.302, 0.000,-0.631,-0.749, 0.000, 0.000, 0.400, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000,--
0,0,625.428,0.000,0.000,--,--,--, 0.490, 0.032,-0.021, 1.050, 0.090,-0.050, 2.019, 0.000, 0.000, 0.501, 0.000, 0.042,0.000,False,False, 0.259, 2.527, 17.200,-0.050, 0.060,-0.272, 0.006, 0.022, 0.149, 0.989, 6.302, 0.000,-0.631,-0.749, 0.000, 0.000, 0.400, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000,--
0,0,625.475,0.000,0.000,--,--,--, 0.533, 0.036,-0.023, 1.101, 0.097,-0.052, 2.022, 0.000, 0.000, 0.537, 0.000, 0.047,0.000,False,False, 0.114, 2.547, 16.395,-0.050, 0.050,-0.312, 0.004, 0.022, 0.143, 0.990, 6.302, 0.000,-0.631,-0.749, 0.000, 0.000, 0.400, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000,--
0,0,625.535,0.000,0.000,--,--,--, 0.601, 0.042,-0.026, 1.178, 0.110,-0.057, 2.026, 0.000, 0.000, 0.575, 0.000, 0.053,0.000,False,False,-0.042, 2.725, 15.111,-0.040, 0.050,-0.368, 0.003, 0.024, 0.131, 0.991, 6.302, 0.000,-0.631,-0.749, 0.000, 0.000, 0.400, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000,--
0,0,625.546,0.000,0.000,--,--,--, 0.625, 0.045,-0.027, 1.204, 0.115,-0.058, 2.028, 0.000, 0.000, 0.600, 0.000, 0.057,0.000,False,False,-0.217, 2.907, 14.787,-0.050, 0.060,-0.388, 0.001, 0.025, 0.129, 0.991, 6.302, 0.072,-0.772,-0.356, 0.000, 0.000, 0.400, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000,--
0,0,625.630,0.000,0.000,--,--,--, 0.726, 0.055,-0.032, 1.311, 0.133,-0.065, 2.031, 0.000, 0.000, 0.625, 0.000, 0.062,0.000,False,False,-0.342, 3.070, 12.707,-0.060, 0.060,-0.440,-0.000, 0.026, 0.111, 0.994, 6.302, 0.072,-0.772,-0.356, 0.000, 0.000, 0.400, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000,--
0,0,625.678,0.000,0.000,--,--,--, 0.779, 0.060,-0.035, 1.365, 0.143,-0.068, 2.034, 0.000, 0.000, 0.664, 0.000, 0.069,0.000,False,False,-0.493, 3.239, 11.746,-0.070, 0.070,-0.460,-0.001, 0.028, 0.102, 0.994, 6.302, 0.072,-0.772,-0.356, 0.000, 0.000, 0.400, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000,--
0,0,625.678,0.000,0.000,--,--,--, 0.779, 0.060,-0.035, 1.365, 0.143,-0.068, 2.039, 0.000, 0.000, 0.704, 0.000, 0.076,0.000,False,False,-0.493, 3.239, 11.746,-0.070, 0.070,-0.460,-0.001, 0.028, 0.102, 0.994, 6.302, 0.072,-0.772,-0.356, 0.000, 0.000, 0.400, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000,--
0,0,625.749,0.000,0.000,--,--,--, 0.893, 0.073,-0.041, 1.478, 0.164,-0.075, 2.043, 0.000, 0.000, 0.744, 0.000, 0.084,0.000,False,False,-0.934, 3.579, 9.501,-0.050, 0.060,-0.491,-0.006, 0.030, 0.083, 0.996, 6.298, 0.179,-0.963, 0.015, 0.000, 0.000, 0.400, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000,--
0,0,625.834,0.000,0.000,--,--,--, 1.017, 0.087,-0.047, 1.595, 0.188,-0.084, 2.047, 0.000, 0.000, 0.772, 0.000, 0.090,0.000,False,False,-1.195, 3.888, 7.104,-0.060, 0.060,-0.502,-0.008, 0.033, 0.062, 0.997, 6.298, 0.179,-0.963, 0.015, 0.000, 0.000, 0.400, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000,--
0,0,625.858,0.000,0.000,--,--,--, 1.050, 0.091,-0.049, 1.625, 0.194,-0.085, 2.048, 0.000, 0.000, 0.785, 0.000, 0.093,0.000,False,False,-1.173, 3.879, 6.469,-0.070, 0.060,-0.506,-0.008, 0.033, 0.057, 0.998, 6.294, 0.245,-1.034, 0.166, 0.000, 0.000, 0.400, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000,--
0,0,625.929,0.000,0.000,--,--,--, 1.184, 0.107,-0.056, 1.744, 0.218,-0.093, 2.053, 0.000, 0.000, 0.827, 0.000, 0.101,0.000,False,False,-1.572, 4.024, 4.071,-0.060, 0.040,-0.489,-0.012, 0.035, 0.036, 0.999, 6.294, 0.245,-1.034, 0.166, 0.000, 0.000, 0.400, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000,--
