k_ep,k_run,t,Policy_Trg_Action,Policy_Flip_Action,mu,sigma,policy,x,y,z,vx,vy,vz,D_perp,Tau,Tau_est,Theta_x,Theta_x_est,Theta_y,Theta_y_est,flip_flag,impact_flag,eul_x,eul_y,eul_z,wx,wy,wz,qx,qy,qz,qw,F_thrust,Mx,My,Mz,x_d.x,x_d.y,x_d.z,v_d.x,v_d.y,v_d.z,a_d.x,a_d.y,a_d.z,Error
# DATA_TYPE: EXP, SAR_SETTINGS: {Policy_Type: PARAM_OPTIM, SAR_Type: Source_One_V5, SAR_Config: Base_Model}, PLANE_SETTINGS: {Plane_Config: Checkerboard_L02}, 
0,0,129.752,0.000,0.000,--,--,--, 0.080, 4.339,-4.424, 0.133, 9.223,-9.402, 6.518, 0.000, 0.000, 0.020, 0.000, 1.430,0.000,False,False,-0.142,-11.117, 0.173,-0.010,-0.010, 0.008,-0.001,-0.097, 0.001, 0.995, 14.754, 1.274, 0.739,-0.107, 0.000, 0.000, 0.400, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000,--
0,0,129.812,0.000,0.000,--,--,--, 0.088, 4.910,-5.006, 0.133, 9.812,-10.002, 6.518, 0.000, 0.000, 0.020, 0.000, 1.430,0.000,False,False,-0.142,-11.117, 0.173, 0.020, 0.010, 0.000,-0.001,-0.097, 0.001, 0.995, 14.754, 1.274, 0.739,-0.107, 0.000, 0.000, 0.400, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000,--
0,0,129.860,0.000,0.000,--,--,--, 0.000, 0.001,-0.001, 0.003, 0.186,-0.190, 2.000, 0.000, 0.000, 0.000, 0.000, 0.044,0.000,False,False, 0.000, 0.000, 0.000, 0.020, 0.020, 0.007, 0.000, 0.000,-0.000, 1.000, 6.399, 0.030,-0.040, 0.000, 0.000, 0.000, 0.400, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000,--
0,0,129.932,0.000,0.000,--,--,--, 0.000, 0.048,-0.050, 0.018, 0.979,-1.001, 2.000, 0.000, 0.000, 0.000, 0.000, 0.044,0.000,False,False, 0.159, 0.159, 0.000,-0.020, 0.020,-0.004, 0.001, 0.001, 0.000, 1.000, 6.399, 0.030,-0.040, 0.000, 0.000, 0.000, 0.400, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000,--
0,0,129.980,0.000,0.000,--,--,--, 0.001, 0.096,-0.098, 0.025, 1.371,-1.402, 2.084, 0.000, 0.000, 0.011, 0.000, 0.611,0.000,False,False, 0.000, 0.159, 0.000,-0.030, 0.040,-0.003, 0.000, 0.001,-0.000, 1.000, 6.399, 0.030,-0.040, 0.000, 0.000, 0.000, 0.400, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000,--
0,0,130.016,0.000,0.000,--,--,--, 0.002, 0.158,-0.162, 0.032, 1.764,-1.803, 2.180, 0.000, 0.000, 0.015, 0.000, 0.853,0.000,False,False, 0.000, 0.317, 0.000,-0.030, 0.030, 0.002, 0.000, 0.003,-0.000, 1.000, 6.399, 0.030,-0.040, 0.000, 0.000, 0.000, 0.400, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000,--
0,0,130.052,0.000,0.000,--,--,--, 0.004, 0.237,-0.242, 0.039, 2.157,-2.204, 2.265, 0.000, 0.000, 0.018, 0.000, 0.995,0.000,False,False,-0.000, 0.317,-0.000, 0.000, 0.040, 0.000,-0.000, 0.003,-0.000, 1.000, 7.416, 0.483,-0.124,-0.001, 0.000, 0.000, 0.400, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000,--
0,0,130.100,0.000,0.000,--,--,--, 0.006, 0.331,-0.338, 0.046, 2.548,-2.604, 2.421, 0.000, 0.000, 0.021, 0.000, 1.174,0.000,False,False,-0.000, 0.476,-0.000, 0.020, 0.040, 0.003,-0.000, 0.004,-0.000, 1.000, 7.416, 0.483,-0.124,-0.001, 0.000, 0.000, 0.400, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000,--
0,0,130.159,0.000,0.000,--,--,--, 0.009, 0.501,-0.512, 0.058, 3.137,-3.205, 2.481, 0.000, 0.000, 0.022, 0.000, 1.224,0.000,False,False, 0.159, 0.634, 0.001, 0.040, 0.040, 0.000, 0.001, 0.006,-0.000, 1.000, 8.105, 0.594,-0.136, 0.000, 0.000, 0.000, 0.400, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000,--
0,0,130.219,0.000,0.000,--,--,--, 0.013, 0.707,-0.723, 0.069, 3.724,-3.805, 2.761, 0.000, 0.000, 0.025, 0.000, 1.384,0.000,False,False, 0.159, 0.793, 0.001, 0.010, 0.040, 0.000, 0.001, 0.007, 0.000, 1.000, 8.105, 0.594,-0.136, 0.000, 0.000, 0.000, 0.400, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000,--
0,0,130.279,0.000,0.000,--,--,--, 0.017, 0.948,-0.969, 0.080, 4.313,-4.407, 2.926, 0.000, 0.000, 0.026, 0.000, 1.440,0.000,False,False, 0.159, 0.951, 0.001,-0.020, 0.020, 0.000, 0.001, 0.008,-0.000, 1.000, 8.105, 0.594,-0.136, 0.000, 0.000, 0.000, 0.400, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000,--
0,0,130.303,0.000,0.000,--,--,--, 0.019, 1.037,-1.059, 0.083, 4.509,-4.607, 3.202, 0.000, 0.000, 0.027, 0.000, 1.499,0.000,False,False, 0.159, 0.951, 0.001,-0.020, 0.020, 0.004, 0.001, 0.008, 0.000, 1.000, 8.105, 0.594,-0.136, 0.000, 0.000, 0.000, 0.400, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000,--
0,0,130.362,0.000,0.000,--,--,--, 0.024, 1.325,-1.354, 0.094, 5.097,-5.207, 3.302, 0.000, 0.000, 0.028, 0.000, 1.513,0.000,False,False, 0.159, 0.951, 0.001,-0.010, 0.010,-0.001, 0.001, 0.008, 0.000, 1.000, 9.842, 0.950,-0.101, 0.007, 0.000, 0.000, 0.400, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000,--
0,0,130.434,0.000,0.000,--,--,--, 0.032, 1.770,-1.808, 0.109, 5.890,-6.016, 3.627, 0.000, 0.000, 0.028, 0.000, 1.540,0.000,False,False, 0.159, 0.951, 0.001, 0.020,-0.010, 0.006, 0.001, 0.008, 0.000, 1.000, 9.842, 0.950,-0.101, 0.007, 0.000, 0.000, 0.400, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000,--
0,0,130.482,0.000,0.000,--,--,--, 0.037, 2.013,-2.057, 0.116, 6.282,-6.416, 3.993, 0.000, 0.000, 0.028, 0.000, 1.548,0.000,False,False, 0.159, 0.951, 0.001, 0.010,-0.020,-0.002, 0.001, 0.008, 0.000, 1.000, 9.842, 0.950,-0.101, 0.007, 0.000, 0.000, 0.400, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000,--
0,0,130.482,0.000,0.000,--,--,--, 0.037, 2.013,-2.057, 0.116, 6.282,-6.416, 4.390, 0.000, 0.000, 0.028, 0.000, 1.542,0.000,False,False, 0.159, 0.951, 0.001, 0.010,-0.020,-0.002, 0.001, 0.008, 0.000, 1.000, 9.842, 0.950,-0.101, 0.007, 0.000, 0.000, 0.400, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000,--
0,0,130.553,0.000,0.000,--,--,--, 0.047, 2.547,-2.602, 0.131, 7.066,-7.217, 4.675, 0.000, 0.000, 0.028, 0.000, 1.532,0.000,False,False, 0.159, 0.793, 0.001,-0.030,-0.060,-0.002, 0.001, 0.007, 0.000, 1.000, 12.074, 1.173,-0.004,-0.001, 0.000, 0.000, 0.400, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000,--
0,0,130.613,0.000,0.000,--,--,--, 0.055, 2.989,-3.053, 0.143, 7.653,-7.819, 5.132, 0.000, 0.000, 0.028, 0.000, 1.510,0.000,False,False, 0.159, 0.634, 0.001,-0.040,-0.070, 0.000, 0.001, 0.006, 0.000, 1.000, 12.074, 1.173,-0.004,-0.001, 0.000, 0.000, 0.400, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000,--
0,0,130.661,0.000,0.000,--,--,--, 0.061, 3.303,-3.374, 0.150, 8.045,-8.219, 5.292, 0.000, 0.000, 0.028, 0.000, 1.501,0.000,False,False,-0.000, 0.476, 0.000,-0.030,-0.090,-0.001, 0.000, 0.004, 0.000, 1.000, 13.352, 1.242, 0.091, 0.002, 0.000, 0.000, 0.400, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000,--
0,0,130.733,0.000,0.000,--,--,--, 0.073, 3.978,-4.064, 0.166, 8.831,-9.020, 5.798, 0.000, 0.000, 0.027, 0.000, 1.472,0.000,False,False,-0.000, 0.000, 0.000, 0.010,-0.130, 0.009,-0.000, 0.000, 0.000, 1.000, 13.352, 1.242, 0.091, 0.002, 0.000, 0.000, 0.400, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000,--
0,0,130.781,0.000,0.000,--,--,--, 0.080, 4.339,-4.433, 0.174, 9.222,-9.421, 6.339, 0.000, 0.000, 0.027, 0.000, 1.439,0.000,False,False, 0.000,-0.317, 0.000, 0.020,-0.150,-0.005, 0.000,-0.003, 0.000, 1.000, 13.352, 1.242, 0.091, 0.002, 0.000, 0.000, 0.400, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000,--
0,0,130.817,0.000,0.000,--,--,--, 0.087, 4.716,-4.817, 0.181, 9.614,-9.821, 6.916, 0.000, 0.000, 0.026, 0.000, 1.404,0.000,False,False, 0.000,-0.634, 0.000, 0.010,-0.170,-0.006, 0.000,-0.006, 0.000, 1.000, 13.352, 1.242, 0.091, 0.002, 0.000, 0.000, 0.400, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000,--
0,0,130.877,0.000,0.000,--,--,--, 0.000, 0.007,-0.007, 0.007, 0.382,-0.392, 2.004, 0.000, 0.000, 0.002, 0.000, 0.142,0.000,False,False,-0.000,-0.476, 0.000,-0.030,-0.200, 0.004,-0.000,-0.004, 0.000, 1.000, 13.352, 1.242, 0.091, 0.002, 0.000, 0.000, 0.400, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000,--
0,0,130.901,0.000,0.000,--,--,--, 0.000, 0.017,-0.017, 0.011, 0.578,-0.593, 2.039, 0.000, 0.000, 0.008, 0.000, 0.427,0.000,False,False,-0.000,-0.634, 0.000,-0.040,-0.210, 0.001,-0.000,-0.006, 0.000, 1.000, 13.352, 1.242, 0.091, 0.002, 0.000, 0.000, 0.400, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000,--
0,0,130.960,0.000,0.000,--,--,--, 0.001, 0.070,-0.072, 0.025, 1.175,-1.206, 2.059, 0.000, 0.000, 0.010, 0.000, 0.518,0.000,False,False,-0.159,-1.427, 0.002,-0.040,-0.240, 0.001,-0.001,-0.012, 0.000, 1.000, 6.848, 0.347, 0.497,-0.011, 0.000, 0.000, 0.400, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000,--
