k_ep,k_run,t,Policy_Trg_Action,Policy_Flip_Action,mu,sigma,policy,x,y,z,vx,vy,vz,D_perp,Tau,Tau_est,Theta_x,Theta_x_est,Theta_y,Theta_y_est,flip_flag,impact_flag,eul_x,eul_y,eul_z,wx,wy,wz,qx,qy,qz,qw,F_thrust,Mx,My,Mz,x_d.x,x_d.y,x_d.z,v_d.x,v_d.y,v_d.z,a_d.x,a_d.y,a_d.z,Error
# DATA_TYPE: EXP, SAR_SETTINGS: {Policy_Type: PARAM_OPTIM, SAR_Type: Source_One_V5, SAR_Config: Base_Model}, PLANE_SETTINGS: {Plane_Config: Checkerboard_L02}, 
# String Distance: 22mm
0,0,867.801,0.000,0.000,--,--,--, 0.235,-0.005,-0.240, 2.148,-0.036,-2.197, 2.219, 0.000, 0.000, 0.923, 0.000,-0.016,0.000,False,False,-0.793,-0.157, 0.160,-0.020,-0.010,-0.001,-0.007,-0.001, 0.001, 1.000, 7.477, 0.047,-0.514,-0.013, 0.000, 0.000, 0.400, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000,--
0,0,867.873,0.000,0.000,--,--,--, 0.438,-0.008,-0.448, 2.933,-0.047,-3.000, 2.478, 0.000, 0.000, 1.223, 0.000,-0.020,0.000,False,False,-0.793, 0.001, 0.159, 0.020, 0.020, 0.001,-0.007,-0.000, 0.001, 1.000, 7.477, 0.047,-0.514,-0.013, 0.000, 0.000, 0.400, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000,--
0,0,867.921,0.000,0.000,--,--,--, 0.563,-0.010,-0.576, 3.325,-0.052,-3.401, 2.542, 0.000, 0.000, 1.269, 0.000,-0.020,0.000,False,False,-0.793, 0.001, 0.159, 0.030, 0.010, 0.011,-0.007, 0.000, 0.001, 1.000, 7.477, 0.047,-0.514,-0.013, 0.000, 0.000, 0.400, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000,--
0,0,867.981,0.000,0.000,--,--,--, 0.784,-0.013,-0.802, 3.924,-0.061,-4.014, 2.763, 0.000, 0.000, 1.384, 0.000,-0.022,0.000,False,False,-0.634, 0.001, 0.159, 0.060,-0.020, 0.000,-0.006, 0.000, 0.001, 1.000, 7.477, 0.047,-0.514,-0.013, 0.000, 0.000, 0.400, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000,--
0,0,867.993,0.000,0.000,--,--,--, 0.865,-0.015,-0.884, 4.120,-0.063,-4.214, 3.015, 0.000, 0.000, 1.463, 0.000,-0.023,0.000,False,False,-0.476, 0.001, 0.159, 0.070,-0.040,-0.003,-0.004, 0.000, 0.001, 1.000, 9.004,-0.128,-0.775,-0.008, 0.000, 0.000, 0.400, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000,--
0,0,868.076,0.000,0.000,--,--,--, 1.226,-0.020,-1.254, 4.905,-0.072,-5.016, 3.204, 0.000, 0.000, 1.500, 0.000,-0.023,0.000,False,False,-0.158,-0.158, 0.159, 0.100,-0.050, 0.006,-0.001,-0.001, 0.001, 1.000, 9.004,-0.128,-0.775,-0.008, 0.000, 0.000, 0.400, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000,--
0,0,868.100,0.000,0.000,--,--,--, 1.326,-0.021,-1.356, 5.101,-0.075,-5.216, 3.304, 0.000, 0.000, 1.513, 0.000,-0.023,0.000,False,False, 0.000,-0.159, 0.159, 0.110,-0.050, 0.001,-0.000,-0.001, 0.001, 1.000, 9.954,-0.246,-0.891,-0.002, 0.000, 0.000, 0.400, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000,--
0,0,868.172,0.000,0.000,--,--,--, 1.765,-0.028,-1.805, 5.886,-0.086,-6.018, 3.866, 0.000, 0.000, 1.548, 0.000,-0.023,0.000,False,False, 0.635,-0.318, 0.157, 0.140,-0.030,-0.019, 0.006,-0.003, 0.001, 1.000, 9.954,-0.246,-0.891,-0.002, 0.000, 0.000, 0.400, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000,--
0,0,868.220,0.000,0.000,--,--,--, 2.009,-0.031,-2.054, 6.279,-0.091,-6.418, 3.991, 0.000, 0.000, 1.548, 0.000,-0.023,0.000,False,False, 0.952,-0.318, 0.156, 0.160,-0.020,-0.005, 0.008,-0.003, 0.001, 1.000, 9.954,-0.246,-0.891,-0.002, 0.000, 0.000, 0.400, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000,--
0,0,868.278,0.000,0.000,--,--,--, 2.403,-0.037,-2.457, 6.867,-0.101,-7.017, 4.388, 0.000, 0.000, 1.542, 0.000,-0.023,0.000,False,False, 1.428,-0.478, 0.153, 0.180,-0.030,-0.003, 0.012,-0.004, 0.001, 1.000, 9.954,-0.246,-0.891,-0.002, 0.000, 0.000, 0.400, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000,--
0,0,868.290,0.000,0.000,--,--,--, 2.542,-0.039,-2.600, 7.063,-0.104,-7.216, 4.821, 0.000, 0.000, 1.526, 0.000,-0.023,0.000,False,False, 1.745,-0.478, 0.151, 0.180,-0.040,-0.006, 0.015,-0.004, 0.001, 1.000, 12.206,-0.494,-1.029, 0.019, 0.000, 0.000, 0.400, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000,--
0,0,868.374,0.000,0.000,--,--,--, 3.139,-0.048,-3.209, 7.848,-0.118,-8.011, 5.289, 0.000, 0.000, 1.502, 0.000,-0.023,0.000,False,False, 2.537,-0.634,-0.014, 0.210,-0.080,-0.013, 0.022,-0.006, 0.000, 1.000, 12.206,-0.494,-1.029, 0.019, 0.000, 0.000, 0.400, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000,--
