k_ep,k_run,t,Policy_Trg_Action,Policy_Flip_Action,mu,sigma,policy,x,y,z,vx,vy,vz,D_perp,Tau,Tau_est,Theta_x,Theta_x_est,Theta_y,Theta_y_est,flip_flag,impact_flag,eul_x,eul_y,eul_z,wx,wy,wz,qx,qy,qz,qw,F_thrust,Mx,My,Mz,x_d.x,x_d.y,x_d.z,v_d.x,v_d.y,v_d.z,a_d.x,a_d.y,a_d.z,Error
# DATA_TYPE: EXP, SAR_SETTINGS: {Policy_Type: PARAM_OPTIM, SAR_Type: Source_One_V5, SAR_Config: Base_Model}, PLANE_SETTINGS: {Plane_Config: Checkerboard_L02}, 
0,0,270.030,0.000,0.000,--,--,--, 1.706,-0.027,-1.743, 5.785,-0.093,-5.904, 3.685, 0.000, 0.000, 1.543, 0.000,-0.025,0.000,False,False,-4.758,-0.469, 0.178,-0.230, 0.000, 0.006,-0.042,-0.004, 0.001, 0.999, 10.031, 0.654,-0.897,-0.037, 0.000, 0.000, 0.400, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000,--
0,0,270.066,0.000,0.000,--,--,--, 1.945,-0.031,-1.987, 6.176,-0.099,-6.303, 4.051, 0.000, 0.000, 1.548, 0.000,-0.025,0.000,False,False,-5.393,-0.468, 0.181,-0.240, 0.020, 0.007,-0.047,-0.004, 0.001, 0.999, 10.031, 0.654,-0.897,-0.037, 0.000, 0.000, 0.400, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000,--
0,0,270.090,0.000,0.000,--,--,--, 2.071,-0.033,-2.115, 6.372,-0.102,-6.503, 4.453, 0.000, 0.000, 1.541, 0.000,-0.025,0.000,False,False,-5.551,-0.467, 0.181,-0.250, 0.020, 0.007,-0.048,-0.004, 0.001, 0.999, 10.031, 0.654,-0.897,-0.037, 0.000, 0.000, 0.400, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000,--
0,0,270.160,0.000,0.000,--,--,--, 2.612,-0.042,-2.667, 7.157,-0.112,-7.300, 4.741, 0.000, 0.000, 1.530, 0.000,-0.024,0.000,False,False,-6.663,-0.307, 0.177,-0.260,-0.010, 0.008,-0.058,-0.003, 0.001, 0.998, 12.235, 0.896,-1.087,-0.064, 0.000, 0.000, 0.400, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000,--
0,0,270.220,0.000,0.000,--,--,--, 3.059,-0.049,-3.123, 7.745,-0.119,-7.897, 5.203, 0.000, 0.000, 1.507, 0.000,-0.023,0.000,False,False,-7.458,-0.306, 0.179,-0.270,-0.050, 0.000,-0.065,-0.003, 0.001, 0.998, 12.235, 0.896,-1.087,-0.064, 0.000, 0.000, 0.400, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000,--
0,0,270.268,0.000,0.000,--,--,--, 3.377,-0.054,-3.447, 8.138,-0.122,-8.296, 5.365, 0.000, 0.000, 1.498, 0.000,-0.023,0.000,False,False,-8.093,-0.463, 0.192,-0.280,-0.060,-0.002,-0.071,-0.004, 0.001, 0.997, 13.511, 1.011,-1.094,-0.079, 0.000, 0.000, 0.400, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000,--
0,0,270.327,0.000,0.000,--,--,--, 3.891,-0.061,-3.972, 8.736,-0.125,-8.902, 5.365, 0.000, 0.000, 1.498, 0.000,-0.023,0.000,False,False,-9.047,-0.620, 0.208,-0.290,-0.030, 0.016,-0.079,-0.006, 0.001, 0.997, 13.511, 1.011,-1.094,-0.079, 0.000, 0.000, 0.400, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000,--
0,0,270.363,0.000,0.000,--,--,--, 4.249,-0.066,-4.336, 9.128,-0.127,-9.300, 6.429, 0.000, 0.000, 1.434, 0.000,-0.020,0.000,False,False,-9.683,-0.619, 0.212,-0.290,-0.010, 0.022,-0.084,-0.006, 0.001, 0.996, 13.511, 1.011,-1.094,-0.079, 0.000, 0.000, 0.400, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000,--
0,0,270.423,0.000,0.000,--,--,--, 4.814,-0.074,-4.912, 9.714,-0.127,-9.895, 7.011, 0.000, 0.000, 1.399, 0.000,-0.018,0.000,False,False,-10.637,-0.760, 0.389,-0.300,-0.010, 0.003,-0.093,-0.007, 0.003, 0.996, 13.511, 1.011,-1.094,-0.079, 0.000, 0.000, 0.400, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000,--
0,0,270.459,0.000,0.000,--,--,--, 0.001,-0.001,-0.001, 0.185,-0.004,-0.190, 2.004, 0.000, 0.000, 0.141, 0.000,-0.003,0.000,False,False,-0.317, 0.000, 0.000,-0.300,-0.010, 0.000,-0.003, 0.000, 0.000, 1.000, 6.438, 0.558,-0.079,-0.011, 0.000, 0.000, 0.400, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000,--
0,0,270.507,0.000,0.000,--,--,--, 0.017,-0.001,-0.017, 0.577,-0.011,-0.591, 2.039, 0.000, 0.000, 0.428, 0.000,-0.008,0.000,False,False,-0.951,-0.000, 0.000,-0.310,-0.030, 0.009,-0.008,-0.000, 0.000, 1.000, 6.438, 0.558,-0.079,-0.011, 0.000, 0.000, 0.400, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000,--
0,0,270.566,0.000,0.000,--,--,--, 0.069,-0.002,-0.071, 1.168,-0.022,-1.192, 2.059, 0.000, 0.000, 0.519, 0.000,-0.010,0.000,False,False,-2.061,-0.159, 0.003,-0.310,-0.060, 0.015,-0.018,-0.001, 0.000, 1.000, 6.893, 0.685,-0.211,-0.021, 0.000, 0.000, 0.400, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000,--
0,0,270.626,0.000,0.000,--,--,--, 0.157,-0.003,-0.160, 1.756,-0.031,-1.792, 2.143, 0.000, 0.000, 0.773, 0.000,-0.014,0.000,False,False,-3.013,-0.313, 0.167,-0.310,-0.040, 0.003,-0.026,-0.003, 0.001, 1.000, 6.893, 0.685,-0.211,-0.021, 0.000, 0.000, 0.400, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000,--
0,0,270.662,0.000,0.000,--,--,--, 0.235,-0.005,-0.240, 2.151,-0.038,-2.192, 2.262, 0.000, 0.000, 0.993, 0.000,-0.018,0.000,False,False,-3.806,-0.312, 0.169,-0.320,-0.020, 0.011,-0.033,-0.003, 0.001, 0.999, 6.893, 0.685,-0.211,-0.021, 0.000, 0.000, 0.400, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000,--
0,0,270.686,0.000,0.000,--,--,--, 0.280,-0.005,-0.286, 2.343,-0.040,-2.392, 2.418, 0.000, 0.000, 1.172, 0.000,-0.020,0.000,False,False,-4.123,-0.311, 0.170,-0.310,-0.020, 0.018,-0.036,-0.003, 0.001, 0.999, 6.893, 0.685,-0.211,-0.021, 0.000, 0.000, 0.400, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000,--
0,0,270.757,0.000,0.000,--,--,--, 0.499,-0.009,-0.509, 3.129,-0.052,-3.190, 2.541, 0.000, 0.000, 1.269, 0.000,-0.021,0.000,False,False,-5.552,-0.309, 0.174,-0.320, 0.010, 0.011,-0.048,-0.003, 0.001, 0.999, 8.138, 0.911,-0.673,-0.043, 0.000, 0.000, 0.400, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000,--
0,0,270.817,0.000,0.000,--,--,--, 0.704,-0.012,-0.718, 3.717,-0.060,-3.789, 2.757, 0.000, 0.000, 1.383, 0.000,-0.023,0.000,False,False,-6.504,-0.308, 0.176,-0.310,-0.020, 0.000,-0.057,-0.003, 0.001, 0.998, 8.138, 0.911,-0.673,-0.043, 0.000, 0.000, 0.400, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000,--
0,0,270.865,0.000,0.000,--,--,--, 0.865,-0.015,-0.882, 4.120,-0.066,-4.198, 2.841, 0.000, 0.000, 1.415, 0.000,-0.023,0.000,False,False,-7.299,-0.306, 0.178,-0.310,-0.020, 0.001,-0.064,-0.003, 0.001, 0.998, 8.933, 1.020,-0.761,-0.056, 0.000, 0.000, 0.400, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000,--
0,0,270.925,0.000,0.000,--,--,--, 1.130,-0.019,-1.152, 4.708,-0.073,-4.795, 2.841, 0.000, 0.000, 1.415, 0.000,-0.023,0.000,False,False,-8.252,-0.463, 0.192,-0.310,-0.030, 0.011,-0.072,-0.004, 0.001, 0.997, 8.933, 1.020,-0.761,-0.056, 0.000, 0.000, 0.400, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000,--
0,0,270.985,0.000,0.000,--,--,--, 1.430,-0.024,-1.458, 5.296,-0.080,-5.393, 3.404, 0.000, 0.000, 1.527, 0.000,-0.024,0.000,False,False,-9.206,-0.449, 0.354,-0.300,-0.010, 0.001,-0.080,-0.004, 0.003, 0.997, 8.933, 1.020,-0.761,-0.056, 0.000, 0.000, 0.400, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000,--
