gyro.x_x,gyro.x_y,gyro.y_x,gyro.y_y,gyro.z_x,gyro.z_y
2036493.,2.7091529369,2036493.,-1.3276714087,2036493.,76.6142120361
2036513.,1.910012126,2036513.,-1.5659534931,2036513.,69.408493042
2036533.,1.0207921267,2036533.,-2.3506996632,2036533.,60.3026428223
2036553.,0.0617286339,2036553.,-2.671050787,2036553.,50.4329910278
2036573.,-0.7340427637,2036573.,-3.1457018852,2036573.,39.1215095520
2036593.,-1.0654665232,2036593.,-3.1706738472,2036593.,27.0842647552
2036613.,-1.7138874531,2036613.,-2.9499328136,2036613.,14.8708152771
2036633.,-1.8702094555,2036633.,-2.9412205219,2036633.,1.7133450508
2036653.,-2.1347970963,2036653.,-2.0978417397,2036653.,-11.2149171829
2036673.,-1.8801002502,2036673.,-0.7394370437,2036673.,-23.7083492279
2036693.,-1.4726090431,2036693.,-0.1495984793,2036693.,-35.8741798401
2036713.,-1.1149491072,2036713.,1.6659814119,2036713.,-47.1294021606
2036733.,-0.5672113299,2036733.,3.3721945286,2036733.,-57.3383293152
2036753.,-0.0143088205,2036753.,4.5516505241,2036753.,-66.6514739990
2036773.,0.8484906554,2036773.,5.4358515739,2036773.,-74.4857406616
2036793.,1.4258121252,2036793.,6.7886295319,2036793.,-80.2810058594
2036813.,2.0433006287,2036813.,7.4536418915,2036813.,-84.6720504761
2036833.,2.0922462940,2036833.,7.9999732971,2036833.,-87.0881042480
2036853.,2.136020422,2036853.,7.5981574059,2036853.,-87.3130493164
2036873.,2.1447100639,2036873.,7.2946510315,2036873.,-86.3023147583
2036893.,1.8086299896,2036893.,6.8749437332,2036893.,-82.9508514404
2036913.,1.0486786366,2036913.,6.1724605560,2036913.,-78.0489120483
2036933.,0.7545238733,2036933.,4.8242077827,2036933.,-71.1301269531
2036953.,0.0498396531,2036953.,4.0379247665,2036953.,-63.4037361145
2036973.,-0.4499459267,2036973.,2.8033487797,2036973.,-53.8704147339
2036993.,-1.2210781574,2036993.,1.6701245308,2036993.,-43.3049736023
2037013.,-1.4428938627,2037013.,0.4606411755,2037013.,-31.7667522430
2037033.,-2.0016932487,2037033.,-0.3443126976,2037033.,-19.3194389343
2037053.,-1.8393224478,2037053.,-1.3280699253,2037053.,-6.7472438812
2037073.,-1.6145983934,2037073.,-1.9193893671,2037073.,6.2058081627
2037093.,-1.0722774267,2037093.,-1.7144963741,2037093.,19.0073242188
2037113.,-0.1387741417,2037113.,-1.9734151363,2037113.,30.9247970581
2037133.,0.7982158065,2037133.,-2.1695909500,2037133.,42.5008239746
2037153.,1.7277821302,2037153.,-1.8966655731,2037153.,53.5557022095
2037173.,2.2992675304,2037173.,-1.7095547915,2037173.,62.8882064819
2037193.,3.1679689884,2037193.,-1.4880795479,2037193.,71.1836471558
2037213.,3.5324473381,2037213.,-1.1599085331,2037213.,77.8089065552
2037233.,3.9151716232,2037233.,-1.0649724007,2037233.,82.5923080444
2037253.,3.8282744884,2037253.,-0.931417048,2037253.,85.9820709229
2037273.,3.9607579708,2037273.,-1.0279643536,2037273.,87.3359680176
2037293.,3.374168396,2037293.,-1.4842010736,2037293.,86.6140136719
2037313.,2.4296808243,2037313.,-2.0451643467,2037313.,84.0304794312
2037333.,1.5213834047,2037333.,-2.8387026787,2037333.,79.5704193115
2037353.,0.5573651791,2037353.,-3.3748037815,2037353.,73.5670471191
2037373.,-0.5147396326,2037373.,-3.5940880775,2037373.,65.7592849731
2037393.,-1.5417084694,2037393.,-4.4794311523,2037393.,56.8434638977
2037413.,-2.3250832558,2037413.,-4.8236541748,2037413.,46.6861343384
2037433.,-2.9419310093,2037433.,-5.1514763832,2037433.,35.37059021
2037453.,-3.4952647686,2037453.,-5.0255174637,2037453.,23.1277599335
2037473.,-3.9394993782,2037473.,-4.8376789093,2037473.,10.8217916489
2037493.,-3.8402109146,2037493.,-3.7395017147,2037493.,-1.9199210405
2037513.,-4.2293920517,2037513.,-3.1720886230,2037513.,-14.681596756
2037533.,-3.6638269424,2037533.,-1.6895589828,2037533.,-27.0377140045
2037553.,-3.4585888386,2037553.,-0.4183105528,2037553.,-38.6661567688
2037573.,-2.6672697067,2037573.,0.6193288565,2037573.,-49.6184654236
2037593.,-1.8897438049,2037593.,2.3431146145,2037593.,-59.3430595398
2037613.,-1.3294186592,2037613.,3.4596226215,2037613.,-68.1393356323
2037633.,-0.9800741076,2037633.,4.3846206665,2037633.,-75.1060638428
2037653.,-0.4073876441,2037653.,4.6113314629,2037653.,-80.3762283325
2037673.,-0.4493807554,2037673.,4.8024129868,2037673.,-84.2068023682
2037693.,-0.189038083,2037693.,5.0995173454,2037693.,-86.2070083618
2037713.,-0.3040088713,2037713.,4.2792520523,2037713.,-86.2491378784
2037733.,-0.7064481378,2037733.,3.825948,2037733.,-84.1695404053
2037753.,-1.2612727880,2037753.,2.9134087563,2037753.,-80.5247268677
2037773.,-2.0640120506,2037773.,2.1929187775,2037773.,-75.1659545898
2037793.,-2.5204324722,2037793.,1.1609385014,2037793.,-68.1008224487
2037813.,-2.9087336063,2037813.,0.0600500107,2037813.,-59.5921897888
2037833.,-3.3750581741,2037833.,-0.899564147,2037833.,-49.7042121887
2037853.,-3.7132380009,2037853.,-1.3785190582,2037853.,-38.8779106140
2037873.,-3.4450085163,2037873.,-1.7665013075,2037873.,-27.316362381
