gyro.x_x,gyro.x_y,gyro.y_x,gyro.y_y,gyro.z_x,gyro.z_y
834562.,-7.0877728462,834562.,186.8054656982,834562.,5.1906218529
834582.,-5.0458440781,834582.,187.1103515625,834582.,5.9635238647
834602.,-0.9903277159,834602.,179.2985687256,834602.,6.2782115936
834622.,4.1288385391,834622.,165.2185974121,834622.,5.4890727997
834642.,8.3800926208,834642.,143.9319915771,834642.,4.8911390305
834662.,10.7514238358,834662.,116.8981781006,834662.,3.8357152939
834682.,10.5868186951,834682.,85.7493591309,834682.,3.0911700726
834702.,7.6994929314,834702.,51.268447876,834702.,1.9176177979
834722.,3.730401516,834722.,14.5797252655,834722.,1.6674048901
834742.,-0.2806773782,834742.,-22.0366573334,834742.,0.7529831529
834762.,-3.0861201286,834762.,-58.6586303711,834762.,0.2682375908
834782.,-3.6589093208,834782.,-92.2643280029,834782.,-1.3464621305
834802.,-1.5454851389,834802.,-122.5261611938,834802.,-2.4536004066
834822.,2.2144584656,834822.,-147.4408264160,834822.,-4.2286391258
834842.,6.3699994087,834842.,-167.6728820801,834842.,-4.3505964279
834862.,9.1799468994,834862.,-180.3008422852,834862.,-5.3832244873
834882.,10.3896341324,834882.,-186.0776519775,834882.,-4.6146135330
834902.,8.9709920883,834902.,-183.6358642578,834902.,-4.3502211571
834922.,5.6289272308,834922.,-173.9747772217,834922.,-3.8877067566
834942.,1.0817078352,834942.,-157.4718322754,834942.,-3.4443807602
834962.,-2.8373191357,834962.,-134.0667419434,834962.,-3.2449865341
834982.,-5.4628171921,834982.,-105.8990402222,834982.,-3.3094174862
835002.,-5.5566010475,835002.,-73.3466186523,835002.,-2.4842395782
835022.,-3.5607271194,835022.,-38.4263801575,835022.,-1.541888237
835042.,-0.299071759,835042.,-1.5882232189,835042.,0.2031426132
835062.,2.8014740944,835062.,34.5864524841,835062.,1.2355962992
835082.,4.7165551186,835082.,70.070350647,835082.,2.7837257385
835102.,4.6045875549,835102.,102.0901870728,835102.,3.2163527012
835122.,2.3433253765,835122.,130.7210845947,835122.,3.6069190502
835142.,-1.4144352674,835142.,153.8403930664,835142.,3.8815498352
835162.,-5.1949210167,835162.,171.1909179688,835162.,4.1357555389
835182.,-8.6606168747,835182.,181.3248291016,835182.,4.3779587746
835202.,-9.829410553,835202.,183.8998718262,835202.,4.9926185608
835222.,-9.1294002533,835222.,179.1793212891,835222.,4.7083177567
835242.,-6.1659989357,835242.,166.6960296631,835242.,5.1102957726
835262.,-2.9695868492,835262.,149.6966247559,835262.,3.6912851334
835282.,0.6016967297,835282.,124.5105895996,835282.,3.0389928818
835302.,2.5273730755,835302.,95.6338119507,835302.,1.1346536875
835322.,2.441911459,835322.,61.9288787842,835322.,0.5512012839
835342.,0.5454111695,835342.,27.6242008209,835342.,-1.0787017345
835362.,-2.5994226933,835362.,-8.8167047501,835362.,-0.804931283
835382.,-5.925822258,835382.,-44.7899055481,835382.,-2.0708758831
835402.,-8.1360445023,835402.,-79.3365097046,835402.,-2.0415298939
835422.,-8.3837032318,835422.,-109.6149444580,835422.,-3.7037184238
835442.,-6.5963048935,835442.,-136.9176788330,835442.,-4.3350024223
835462.,-3.5754318237,835462.,-157.9985504150,835462.,-5.1859889030
835482.,0.5898030996,835482.,-172.4949035645,835482.,-5.4894418716
835502.,3.8672654629,835502.,-181.0971984863,835502.,-5.7071990967
835522.,5.8046684265,835522.,-181.7957153320,835522.,-5.0295853615
835542.,5.7449517250,835542.,-174.7216491699,835542.,-4.2846851349
835562.,3.995975256,835562.,-160.5021514893,835562.,-3.6719312668
835582.,1.3393692970,835582.,-140.1774902344,835582.,-3.5446751118
835602.,-0.8371052146,835602.,-114.1612014771,835602.,-3.1845541000
835622.,-2.4549922943,835622.,-83.9179306030,835622.,-3.0931696892
835642.,-2.0720534325,835642.,-49.9740715027,835642.,-2.2813532352
835662.,-0.2123411596,835662.,-14.8622303009,835662.,-1.8052150011
835682.,2.8931982517,835682.,21.4730052948,835682.,-0.3902340829
835702.,6.193564415,835702.,55.7648468018,835702.,0.8229152560
835722.,8.4182653427,835722.,89.2313156128,835722.,1.7980399132
835742.,9.3456954956,835742.,118.4520492554,835742.,2.5613338947
835762.,8.1529321671,835762.,143.1491546631,835762.,2.7752857208
835782.,5.6475548744,835782.,161.9929351807,835782.,3.086286068
835802.,2.5943567753,835802.,174.5879211426,835802.,3.6495835781
835822.,-0.2259499431,835822.,180.1509399414,835822.,4.1464414597
835842.,-1.5110641718,835842.,178.1457366943,835842.,4.770234108
835862.,-1.3884779215,835862.,169.3512420654,835862.,5.5026960373
835882.,0.7113363147,835882.,152.4819641113,835882.,5.2943496704
835902.,2.953101635,835902.,130.2167663574,835902.,4.5529637337
835922.,5.4421863556,835922.,103.1790924072,835922.,3.4426667690
835942.,6.6126117706,835942.,71.7711791992,835942.,2.2819080353
835962.,6.2154626846,835962.,37.84715271,835962.,1.1712574959
835982.,3.7737796307,835982.,2.2262239456,835982.,0.089591831
836002.,0.5709404945,836002.,-33.0172653198,836002.,-0.7752943039
836022.,-2.5902998447,836022.,-67.2132873535,836022.,-1.7733910084
836042.,-5.2585911751,836042.,-98.5774383545,836042.,-2.4581868649
836062.,-6.6730208397,836062.,-126.0785369873,836062.,-3.6110703945
836082.,-5.9856433868,836082.,-148.6188354492,836082.,-4.7972655296
836102.,-4.06260252,836102.,-165.7671051025,836102.,-5.2159776688
836122.,-1.7724008560,836122.,-175.6261291504,836122.,-5.7482967377
836142.,0.3126296103,836142.,-178.2258911133,836142.,-5.4143099785
836162.,1.3088079691,836162.,-173.8880615234,836162.,-4.4390130043
836182.,0.6004185081,836182.,-162.1068115234,836182.,-3.2197299004
836202.,-1.1761267185,836202.,-144.1572570801,836202.,-2.4175753593
836222.,-3.9839920998,836222.,-119.8600921631,836222.,-1.6476190090
836242.,-6.3126292229,836242.,-91.8004379272,836242.,-1.4326902628
836262.,-8.1606006622,836262.,-59.4763031006,836262.,-0.9300465584
836282.,-8.0095300674,836282.,-25.0965633392,836282.,-0.0810203254
836302.,-6.7030391693,836302.,9.9137058258,836302.,1.3041069508
836322.,-4.0722045898,836322.,44.7582397461,836322.,2.2461223602
836342.,-1.0651708841,836342.,78.1618270874,836342.,3.2100358009
836362.,1.0249586105,836362.,107.4683151245,836362.,3.8250255585
836382.,2.2576212883,836382.,133.4168701172,836382.,3.8529376984
836402.,1.8580293655,836402.,153.8943786621,836402.,4.329264164
836422.,0.1249599978,836422.,167.5809173584,836422.,4.3235211372
836442.,-2.1365089417,836442.,175.0743255615,836442.,4.1931452751
836462.,-3.9004840851,836462.,175.7992858887,836462.,4.3489751816
836482.,-4.5314340591,836482.,169.0852661133,836482.,4.3739280701
836502.,-3.9053401947,836502.,155.1751708984,836502.,4.9869322777
836522.,-1.5764396191,836522.,135.8155822754,836522.,4.6943187714
836542.,1.5987714529,836542.,110.3459701538,836542.,3.9304764271
