K_ep,K_run,t,Trg_Action,Rot_Action,Mu,Sigma,Policy,D_perp,Tau,Tau_CR,Theta_x,V_BO_Mag,V_BO_Angle,a_BO_Mag,V_BP_Mag,V_BP_Angle,Phi_PB,Trg_Flag,Impact_Flag_Ext,Impact_Flag_OB,r_BO.x,r_BO.y,r_BO.z,V_BO.x,V_BO.y,V_BO.z,a_BO.x,a_BO.y,a_BO.z,Eul_BO.x,Eul_BO.y,Eul_BO.z,W_BO.x,W_BO.y,W_BO.z,AngAcc_BO.y,F_thrust,Mx,My,Mz,x_d.x,x_d.y,x_d.z,v_d.x,v_d.y,v_d.z,a_d.x,a_d.y,a_d.z,Error
# DATA_TYPE: EXP, SAR_SETTINGS: {Policy_Type: DEEP_RL_ONBOARD, SAR_Type: Source_One_V5, SAR_Config: A15_L250}, LEG_SETTINGS: {L_eff: 0.264, Gamma_eff: 14, K_Pitch: 20.0, K_Yaw: 20.0}, 

0,0,--,8,--,[0.000 0.000],[0.000 0.000],[0.000 0.000],  0.00,  5.70,  0.00,  2.58,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,No_Debug_Data,
0,0, 3669.753, 0.502,-90.0,--,--,--, 0.439, 0.638, 0.254, 1.559, 0.98,  20.41,--, 0.98, -20.41,--,True,--,--, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00,--,--,--,-1.43, 0.79,-0.01, 0.00, 0.26, 0.00,--,--,--,--,--,--,--,--,--,--,--,--,--,--,Trigger Data
0,0,-1714567555.700,--,0,False,False,False,0,0,0,0,    nan,   0.00, 120.73,--, 0.00,-120.73, 442.00,False,True, 0.00, 0.00, 0.00,-0.18,  nan,-0.63,--,--,--, 0.00, 0.00, 0.00, 0.00, 0.00,-12.00,--, 0.00, 0.00, 0.00, 0.00,--,--,--,--,--,--,--,--,--,Impact Data

0,0, 3829.229,-0.375,0.0,--,--,--, 2.307, 0.000,-5.000, 0.011, 0.03, -17.10,-0.04, 0.04, -18.17, -0.99,False,False,False, 0.01,-0.00, 0.27, 0.03,-0.04,-0.01, 0.00, 0.00, 0.00, 1.46, 0.99,-3.32, 0.00,-0.01, 0.00, 0.00, 1074.312,-3.213,-2.710, 0.401, 0.00, 0.00, 0.50, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00,--
0,0, 3829.275,-0.375,0.0,--,--,--, 2.307, 0.000,-5.000, 0.011, 0.03, -19.09,-0.04, 0.04, -19.14, -0.99,False,False,False, 0.01,-0.00, 0.27, 0.03,-0.04,-0.01, 0.00, 0.00, 0.00, 1.46, 0.99,-3.32,-0.01, 0.00, 0.00, 0.30, 1074.312,-3.273,-2.748, 0.401, 0.00, 0.00, 0.50, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00,--
0,0, 3829.332,-0.375,0.0,--,--,--, 2.307, 0.000,-5.000, 0.011, 0.03, -19.09,-0.03, 0.05, -20.27, -0.99,False,False,False, 0.01,-0.00, 0.27, 0.03,-0.04,-0.01, 0.00, 0.00, 0.00, 1.46, 0.99,-3.32, 0.00,-0.01, 0.00,-0.20, 1074.312,-3.273,-2.748, 0.401, 0.00, 0.00, 0.50, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00,--
0,0, 3829.393,-0.375,0.0,--,--,--, 2.307, 0.000,-5.000, 0.011, 0.03, -18.43,-0.02, 0.05, -20.15, -0.99,False,False,False, 0.01,-0.00, 0.27, 0.03,-0.04,-0.01, 0.00, 0.00, 0.00, 1.46, 0.99,-3.32,-0.01, 0.00, 0.00, 0.30, 1074.924,-3.248,-2.728, 0.399, 0.00, 0.00, 0.50, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00,--
