gyro.x_x,gyro.x_y,gyro.y_x,gyro.y_y,gyro.z_x,gyro.z_y
500033.,-25.2121582031,500033.,-0.4107814431,500033.,2.6876347065
500053.,-23.8480529785,500053.,-0.1435667574,500053.,2.46089077
500073.,-22.5325641632,500073.,0.2676558793,500073.,2.1943702698
500093.,-20.6058483124,500093.,0.0007670352,500093.,2.2713603973
500113.,-18.4973964691,500113.,0.0731593966,500113.,1.7593085766
500133.,-16.497297287,500133.,0.1680772007,500133.,1.7458810806
500153.,-14.4710912704,500153.,-0.1111789867,500153.,1.6782691479
500173.,-12.076915741,500173.,-0.2649476826,500173.,1.4276195765
500193.,-9.4615697861,500193.,-0.6195253134,500193.,1.1448296309
500213.,-6.8687100410,500213.,-0.8217620254,500213.,0.819832325
500233.,-4.2053623199,500233.,-0.7414291501,500233.,0.6714181304
500253.,-1.2760587931,500253.,-1.1381864548,500253.,0.5159283280
500273.,1.3010681868,500273.,-0.5461435914,500273.,0.1168883443
500293.,3.9845952988,500293.,-0.6993576884,500293.,-0.0082849218
500313.,6.7611403465,500313.,-0.2340455949,500313.,-0.1776953638
500333.,9.185874939,500333.,0.5150559545,500333.,-0.5465887785
500353.,11.8198413849,500353.,0.6088462472,500353.,-0.9104019403
500373.,14.3711624146,500373.,1.0004177094,500373.,-1.0106164217
500393.,16.4438114166,500393.,1.6114268303,500393.,-1.1456017494
500413.,18.7216434479,500413.,1.8732081652,500413.,-1.2426459789
500433.,20.8062019348,500433.,2.0989282131,500433.,-1.6867092848
500453.,22.4402751923,500453.,2.3157067299,500453.,-1.5630780458
500473.,23.960559845,500473.,1.8745768070,500473.,-1.7547035217
500493.,25.3096103668,500493.,1.6380410194,500493.,-1.8137028217
500513.,26.4397697449,500513.,1.4373528957,500513.,-2.2677230835
500533.,27.3092403412,500533.,1.1055746078,500533.,-2.2692892551
500553.,27.9895401001,500553.,0.9275271297,500553.,-2.1609420776
500573.,28.3956012726,500573.,0.9044517875,500573.,-2.5852117538
500593.,28.6407375336,500593.,0.591362834,500593.,-2.5395205021
500613.,28.4000873566,500613.,0.6075365543,500613.,-2.3258121014
500633.,28.1613349915,500633.,0.5682036877,500633.,-2.2499146461
500653.,27.2978191376,500653.,0.8660393357,500653.,-2.4123187065
500673.,26.6169719696,500673.,0.8974356651,500673.,-2.3974223137
500693.,25.5641422272,500693.,1.3231396675,500693.,-2.0165905952
500713.,24.0041198730,500713.,1.4148741961,500713.,-2.2185688019
500733.,22.3276100159,500733.,1.7346215248,500733.,-1.6217846870
500753.,20.6352348328,500753.,1.7928875685,500753.,-1.4801977873
500773.,18.6753959656,500773.,1.8781362772,500773.,-1.5342736244
500793.,16.6372489929,500793.,1.6598838568,500793.,-1.3808578253
500813.,14.2301282883,500813.,1.3989748955,500813.,-1.0518493652
500833.,11.9115409851,500833.,1.3447135687,500833.,-0.8209516406
500853.,9.3983278275,500853.,0.6629702449,500853.,-0.7077211738
500873.,6.7446880341,500873.,0.0640469193,500873.,-0.3019277751
500893.,4.2225370407,500893.,-0.2527017891,500893.,0.0941044539
500913.,1.4715534449,500913.,-0.7284574509,500913.,0.2812501490
500933.,-1.2583664656,500933.,-0.8634821177,500933.,0.4516082406
500953.,-4.0493173599,500953.,-1.0172201395,500953.,0.6238883138
500973.,-6.5590615273,500973.,-1.129021287,500973.,0.6100592613
500993.,-9.2720127106,500993.,-1.3745111227,500993.,1.0703125
501013.,-11.6952114105,501013.,-1.1572998762,501013.,1.4078371525
501033.,-14.1307506561,501033.,-0.7907608747,501033.,1.7026143074
501053.,-16.5487060547,501053.,-0.6349990964,501053.,1.8839241266
501073.,-18.4123897552,501073.,-0.4452205002,501073.,1.842019558
501093.,-20.4222106934,501093.,-0.3851256371,501093.,2.3396928310
