gyro.x_x,gyro.x_y,gyro.y_x,gyro.y_y,gyro.z_x,gyro.z_y
542555.,-30.6148166656,542555.,1.5186617374,542555.,0.2503104806
542575.,-28.1910457611,542575.,2.4687459469,542575.,0.7422454953
542595.,-25.8428993225,542595.,2.7019386292,542595.,0.3834316730
542615.,-22.8777294159,542615.,2.4177534580,542615.,0.6604863405
542635.,-20.3201007843,542635.,2.3737587929,542635.,0.3806062639
542655.,-17.6008968353,542655.,1.6644665003,542655.,0.7481102347
542675.,-14.3332481384,542675.,1.0808050632,542675.,0.2180843204
542695.,-11.0783128738,542695.,0.6569427848,542695.,0.6303060055
542715.,-8.3101472855,542715.,-0.2714383602,542715.,0.5056793094
542735.,-5.2484211922,542735.,-0.9235289693,542735.,0.0511285998
542755.,-1.7258837223,542755.,-1.3994103670,542755.,0.4206131995
542775.,1.3469142914,542775.,-1.627468586,542775.,-0.1197582632
542795.,4.354616642,542795.,-1.9741537571,542795.,-0.2435054332
542815.,7.7722330093,542815.,-1.9404754639,542815.,0.3709135056
542835.,10.9740514755,542835.,-1.9041503668,542835.,0.2668851018
542855.,13.8123159409,542855.,-1.8308575153,542855.,-0.3003177941
542875.,16.8377532959,542875.,-1.409291029,542875.,-0.369581759
542895.,20.2542934418,542895.,-0.4261903167,542895.,-0.0527078472
542915.,22.9377937317,542915.,-0.0870341882,542915.,-0.3446972668
542935.,25.5686321259,542935.,0.5187313557,542935.,-0.4402630031
542955.,28.0598602295,542955.,0.8194562197,542955.,-0.4612065852
542975.,30.3744468689,542975.,1.1525171995,542975.,-0.4212379158
542995.,32.2963409424,542995.,1.5903360844,542995.,-0.3417889476
543015.,34.3085784912,543015.,1.4992587566,543015.,-0.5266448855
543035.,36.1130256653,543035.,1.4505147934,543035.,-0.7676848173
543055.,37.5810775757,543055.,0.8977852464,543055.,-0.4821692705
543075.,39.2238693237,543075.,1.1601258516,543075.,-0.4908075035
543095.,40.3106155396,543095.,0.0416158810,543095.,-0.9589055181
543115.,40.657283783,543115.,-0.2281321436,543115.,-0.8517474532
543135.,41.6329345703,543135.,-0.7974945903,543135.,-0.4832646549
543155.,41.8429069519,543155.,-1.8313245773,543155.,-0.7166608572
543175.,42.3231658936,543175.,-1.9424989223,543175.,-0.7159988284
543195.,42.1849403381,543195.,-2.0683333874,543195.,-0.1940397918
543215.,41.8640022278,543215.,-2.5702669621,543215.,-0.854569912
543235.,41.3817825317,543235.,-2.8357429504,543235.,-1.0291419029
543255.,40.2229690552,543255.,-3.6077086926,543255.,-0.8595634699
543275.,39.3934288025,543275.,-2.5707080364,543275.,-0.6040803194
543295.,37.9615898132,543295.,-2.4700012207,543295.,-0.8197715282
543315.,36.5574378967,543315.,-1.6224644184,543315.,-0.6687645912
543335.,34.6774406433,543335.,-1.3526688814,543335.,-0.8038651943
543355.,33.070930481,543355.,-0.4858670831,543355.,-0.4450312853
543375.,30.6836967468,543375.,0.0560819618,543375.,-0.8319430351
543395.,28.6286640167,543395.,0.0783608481,543395.,-0.5457513928
543415.,26.2144889832,543415.,0.7686440349,543415.,-0.5422480106
543435.,23.5074825287,543435.,1.3548042774,543435.,-0.1389466971
543455.,20.9644813538,543455.,1.3032240868,543455.,-0.2731838226
543475.,17.6786384583,543475.,1.1445727348,543475.,-0.4845424592
543495.,14.9067573547,543495.,1.0798563957,543495.,-0.0625531003
543515.,11.6879901886,543515.,0.7623793483,543515.,-0.2174117565
543535.,8.9268207550,543535.,0.5163564086,543535.,-0.1483419091
543555.,5.4031019211,543555.,-0.0743927658,543555.,0.0336111858
543575.,2.6706643105,543575.,-0.5702397227,543575.,0.0508840792
543595.,-0.7996314168,543595.,-1.3606908321,543595.,0.0734057277
543615.,-3.8194737434,543615.,-2.0570669174,543615.,0.2342870384
543635.,-7.2455430031,543635.,-2.3128681183,543635.,-0.0052867928
543655.,-10.3901777267,543655.,-3.1109390259,543655.,0.2612028718
543675.,-13.3460102081,543675.,-3.0092375278,543675.,0.2700028718
543695.,-16.4461269379,543695.,-2.5895752907,543695.,0.1320340931
543715.,-19.6013889313,543715.,-2.5695729256,543715.,0.3746586740
543735.,-22.0844306946,543735.,-2.5822553635,543735.,0.2858982086
543755.,-24.7693881989,543755.,-1.9956592321,543755.,0.4009569883
543775.,-27.3099060059,543775.,-1.4600235224,543775.,0.3668527305
543795.,-29.4618797302,543795.,-0.8276231885,543795.,0.7193583250
543815.,-32.0690917969,543815.,-0.3815003037,543815.,0.6562003493
543835.,-33.6924896240,543835.,-0.104773812,543835.,0.7342655063
543855.,-35.7333259583,543855.,0.4293603897,543855.,0.7618584037
543875.,-37.1922073364,543875.,0.7271116376,543875.,0.5754093528
543895.,-38.7109832764,543895.,1.0296682119,543895.,0.5210494995
543915.,-39.5576858521,543915.,0.9886708856,543915.,0.9077398777
543935.,-40.6165542603,543935.,0.3423111737,543935.,0.8162476420
543955.,-40.9972915649,543955.,0.2002124041,543955.,0.7214924693
543975.,-41.6270370483,543975.,-0.2559944987,543975.,0.6668357849
543995.,-41.8246955872,543995.,-1.1258622408,543995.,0.8624267578
544015.,-41.9579124451,544015.,-1.3802433014,544015.,0.5573283434
544035.,-41.5009803772,544035.,-1.4958006144,544035.,0.6516293883
544055.,-41.1905059814,544055.,-2.1277902126,544055.,0.542857945
544075.,-40.4800109863,544075.,-2.6681613922,544075.,0.7096027136
544095.,-39.3197135925,544095.,-2.6989099979,544095.,0.6564159989
544115.,-38.4507141113,544115.,-2.9984929562,544115.,1.1515132189
544135.,-36.5907707214,544135.,-2.9678483009,544135.,0.4230124652
544155.,-35.1411399841,544155.,-2.7865397930,544155.,0.8565245867
544175.,-33.2910499573,544175.,-2.4531555176,544175.,0.5611836910
544195.,-31.1910171509,544195.,-2.0818753242,544195.,0.5892975330
544215.,-28.9959774017,544215.,-1.2955160141,544215.,0.5431678295
544235.,-26.5114955902,544235.,-1.091822505,544235.,0.7924785614
544255.,-24.0315341949,544255.,-0.4636894763,544255.,0.3410233557
544275.,-21.3457317352,544275.,0.5408826470,544275.,0.1863117218
544295.,-18.1158752441,544295.,0.6409806609,544295.,0.233154282
544315.,-15.2117948532,544315.,1.1859815121,544315.,0.2791403830
544335.,-12.6070289612,544335.,1.3359421492,544335.,0.3800824583
544355.,-9.5952110291,544355.,1.3467129469,544355.,0.2514824569
544375.,-6.3768730164,544375.,1.199534297,544375.,-0.0908613130
544395.,-3.3063504696,544395.,0.7282652259,544395.,-0.0326275006
544415.,-0.1000266075,544415.,0.1544129699,544415.,0.2578224838
544435.,3.0510699749,544435.,-0.4377922416,544435.,-0.2162409574
544455.,6.310148716,544455.,-0.7398616672,544455.,-0.2458552122
544475.,9.58614254,544475.,-1.2152986526,544475.,-0.1428814232
544495.,12.3089513779,544495.,-1.6449568272,544495.,-0.3778181076
544515.,15.4696826935,544515.,-2.3995249271,544515.,-0.1790277213
544535.,18.3403816223,544535.,-2.5849509239,544535.,-0.1831476390
544555.,21.090461731,544555.,-2.5969824791,544555.,-0.2009828091
544575.,24.269525528,544575.,-2.1461939812,544575.,-0.522127986
544595.,26.0339488983,544595.,-2.0049037933,544595.,-0.3507134020
544615.,28.9561767578,544615.,-2.1127483845,544615.,-0.3377875388
544635.,31.0167102814,544635.,-1.7172228098,544635.,-0.603695035
544655.,33.1521606445,544655.,-0.7320263386,544655.,-0.3927645087
544675.,34.7145805359,544675.,0.0286504067,544675.,-0.0972924605
544695.,36.6915321350,544695.,0.1089146361,544695.,-0.3936531544
544715.,37.9480514526,544715.,0.8024547100,544715.,-0.5655697584
544735.,39.1909713745,544735.,1.2263998985,544735.,-0.6513942480
544755.,40.1236114502,544755.,1.0561689138,544755.,-0.7325665355
544775.,40.5162773132,544775.,1.5155662298,544775.,-0.4863429666
544795.,41.4914779663,544795.,1.4297181368,544795.,-0.6987597346
544815.,41.3578681946,544815.,0.8797518015,544815.,-0.6331031919
544835.,41.569644928,544835.,0.5941622257,544835.,-0.6568185091
544855.,41.5926017761,544855.,0.6269121766,544855.,-0.5388778448
544875.,40.8449630737,544875.,-0.0910052359,544875.,-0.3907801211
544895.,40.3164710999,544895.,-0.9722085595,544895.,-0.2922661006
544915.,39.3299751282,544915.,-1.0382869244,544915.,-0.7076408863
544935.,38.4126548767,544935.,-1.840839386,544935.,-0.2867415547
544955.,36.6490211487,544955.,-1.8286281824,544955.,-0.7690621614
544975.,35.2572288513,544975.,-2.3201751709,544975.,-0.8066196442
544995.,33.3150672913,544995.,-2.0552532673,544995.,-0.7544724345
545015.,31.2969417572,545015.,-2.2874262333,545015.,-0.5042880774
545035.,29.1153717041,545035.,-1.9282485247,545035.,-0.5044048429
545055.,26.7519168854,545055.,-1.5684419870,545055.,-0.3474446833
545075.,24.2324562073,545075.,-1.0539118052,545075.,-0.7370213866
