K_ep,K_run,t,Trg_Action,Rot_Action,Mu,Sigma,Policy,D_perp,Tau,Tau_CR,Theta_x,V_BO_Mag,V_BO_Angle,a_BO_Mag,V_BP_Mag,V_BP_Angle,Phi_PB,Trg_Flag,Impact_Flag_Ext,Impact_Flag_OB,r_BO.x,r_BO.y,r_BO.z,V_BO.x,V_BO.y,V_BO.z,a_BO.x,a_BO.y,a_BO.z,Eul_BO.x,Eul_BO.y,Eul_BO.z,W_BO.x,W_BO.y,W_BO.z,AngAcc_BO.y,F_thrust,Mx,My,Mz,x_d.x,x_d.y,x_d.z,v_d.x,v_d.y,v_d.z,a_d.x,a_d.y,a_d.z,Error
# DATA_TYPE: EXP, SAR_SETTINGS: {Policy_Type: DEEP_RL_ONBOARD, SAR_Type: Impulse_Micro, SAR_Config: A30_L100}, LEG_SETTINGS: {L_eff: 0.118, Gamma_eff: 30, K_Pitch: 0.4, K_Yaw: 0.4}, 
0,0, 8041.388,-1.000,-1.7,--,--,--, 1.674, 5.000, 5.000, 0.471, 1.09,   1.37, 0.53, 0.79,   1.49,-21.71,False,False,False, 0.06,-0.14, 0.93, 1.09, 0.05, 0.03, 0.00, 0.00, 0.00, 0.70, 21.71,-1.96,-0.06, 0.55, 0.00, 2.70, 490.622,-0.377, 0.706, 0.378, 0.07,-0.10, 0.98, 1.19, 0.00, 0.00, 3.45, 0.00, 0.00,--
0,0, 8041.429,-1.000,-1.6,--,--,--, 1.674, 5.000, 5.000, 0.668, 1.23,   1.31, 0.89, 1.12,   1.37,-23.00,False,False,False, 0.11,-0.14, 0.93, 1.23, 0.04, 0.03, 0.00, 0.00, 0.00, 0.57, 23.00,-1.99,-0.16, 0.54, 0.00, 2.60, 503.772,-0.047, 0.768, 0.377, 0.20,-0.10, 0.98, 1.56, 0.00, 0.00, 3.95, 0.00, 0.00,--
0,0, 8041.490, 1.000,-1.6,--,--,--, 1.674, 5.000, 5.000, 0.778, 1.45,   1.62, 1.12, 1.30,   1.39,-24.79,False,False,False, 0.19,-0.14, 0.93, 1.45, 0.03, 0.04, 0.00, 0.00, 0.00, 0.63, 24.79,-2.13,-0.15, 0.53, 0.00, 2.50, 503.772,-0.047, 0.768, 0.377, 0.20,-0.10, 0.98, 1.56, 0.00, 0.00, 3.95, 0.00, 0.00,--
0,0, 8041.530, 1.000,-1.5,--,--,--, 1.674, 5.000, 5.000, 0.889, 1.62,   1.53, 1.39, 1.49,   1.69,-26.09,False,False,False, 0.26,-0.14, 0.93, 1.62, 0.03, 0.04, 0.00, 0.00, 0.00, 0.50, 26.09,-2.16,-0.15, 0.59, 0.00, 7.30, 575.841,-0.194,-2.322, 0.418, 0.77,-0.10, 0.98, 1.96, 0.00, 0.00, 3.88, 0.00, 0.00,--
0,0, 8041.588,-1.000,-1.5,--,--,--, 1.674, 5.000, 5.000, 1.021, 1.91,   3.12, 2.18, 1.71,   1.90,-28.69,False,False,False, 0.37,-0.15, 0.93, 1.91, 0.04, 0.10, 0.00, 0.00, 0.00, 0.13, 28.69,-2.42,-0.11, 1.22, 0.00, 8.60, 575.841,-0.194,-2.322, 0.418, 0.77,-0.10, 0.98, 1.96, 0.00, 0.00, 3.88, 0.00, 0.00,--
0,0, 8041.628,-1.000,-1.5,--,--,--, 1.670, 5.000, 5.000, 1.173, 2.11,   3.77, 1.34, 1.96,   3.45,-31.15,False,False,False, 0.46,-0.15, 0.93, 2.11, 0.05, 0.14, 0.00, 0.00, 0.00,-0.08, 31.15,-2.66,-0.15, 1.18, 0.00,-1.70, 508.563, 0.149,-1.009, 0.476, 0.85,-0.10, 0.98, 2.32, 0.00, 0.00, 3.38, 0.00, 0.00,--
0,0, 8041.688, 1.000,-1.5,--,--,--, 1.666, 5.000, 5.000, 1.325, 2.41,   3.14, 0.51, 2.21,   3.72,-34.46,False,False,False, 0.60,-0.15, 0.94, 2.40, 0.06, 0.13, 0.00, 0.00, 0.00,-0.21, 34.46,-3.06, 0.04, 0.49, 0.00,-15.30, 508.563, 0.149,-1.009, 0.476, 0.85,-0.10, 0.98, 2.32, 0.00, 0.00, 3.38, 0.00, 0.00,--
0,0, 8041.728,-1.000,-1.6,--,--,--, 1.661, 5.000, 5.000, 1.476, 2.60,   2.23, 0.21, 2.46,   2.91,-35.29,False,False,False, 0.70,-0.15, 0.94, 2.60, 0.08, 0.10, 0.00, 0.00, 0.00,-0.14, 35.29,-3.21, 0.12,-0.10, 0.00,-22.70, 460.449,-0.448,-1.154, 0.482, 1.01,-0.10, 0.98, 2.63, 0.00, 0.00, 2.88, 0.00, 0.00,--
0,0, 8041.788, 1.000,-1.6,--,--,--, 1.659, 5.000, 5.000, 1.623, 2.88,   0.56,-0.24, 2.70,   1.68,-34.46,False,False,False, 0.88,-0.15, 0.94, 2.88, 0.09, 0.03, 0.00, 0.00, 0.00,-0.23, 34.46,-3.56, 0.17,-0.96, 0.00,-27.80, 460.449,-0.448,-1.154, 0.482, 1.01,-0.10, 0.98, 2.63, 0.00, 0.00, 2.88, 0.00, 0.00,--
0,0, 8041.818,-1.000,-1.5,--,--,--, 1.660, 5.000, 5.000, 1.758, 2.97,   0.02,-0.37, 2.92,   0.29,-33.46,False,False,False, 0.94,-0.14, 0.94, 2.96, 0.10, 0.00, 0.00, 0.00, 0.00,-0.26, 33.46,-3.55, 0.12,-1.25, 0.00,-13.30, 453.721, 0.091, 0.516, 0.508, 1.01,-0.10, 0.98, 2.63, 0.00, 0.00, 2.88, 0.00, 0.00,--
0,0, 8041.889,-1.000,0.0,--,--,--, 1.666, 0.000,-5.000, 1.878, 3.20,  -1.18,-0.09, 3.13,  -0.95,-28.69,False,False,False, 1.13,-0.14, 0.93, 3.20, 0.12,-0.07, 0.00, 0.00, 0.00,-0.33, 28.69,-3.85, 0.09,-1.86, 0.00,-3.70, 453.721, 0.091, 0.516, 0.508, 1.24,-0.10, 0.98, 2.90, 0.00, 0.00, 2.38, 0.00, 0.00,--
0,0, 8041.928,-1.000,0.0,--,--,--, 1.666, 0.000,-5.000, 1.878, 3.40,  -1.85, 0.34, 3.13,  -0.95,-22.01,False,False,False, 1.34,-0.14, 0.92, 3.40, 0.12,-0.11, 0.00, 0.00, 0.00,-0.49, 22.01,-4.13, 0.13,-2.25, 0.00, 0.90, 483.588, 0.230,-3.033, 0.489, 1.53,-0.10, 0.98, 3.11, 0.00, 0.00, 1.88, 0.00, 0.00,--
0,0, 8041.988,-1.000,0.0,--,--,--, 1.682, 0.000,-5.000, 2.051, 3.54,  -1.60, 1.23, 3.46,  -1.95,-14.62,False,False,False, 1.55,-0.14, 0.91, 3.53, 0.11,-0.10, 0.00, 0.00, 0.00,-0.40, 14.62,-4.37, 0.19,-2.14, 0.00, 3.50, 483.588, 0.230,-3.033, 0.489, 1.53,-0.10, 0.98, 3.11, 0.00, 0.00, 1.88, 0.00, 0.00,--
0,0, 8042.039,-1.000,0.0,--,--,--, 1.691, 0.000,-5.000, 2.100, 3.60,  -1.07, 1.57, 3.56,  -1.49, -9.99,False,False,False, 1.71,-0.14, 0.90, 3.60, 0.10,-0.07, 0.00, 0.00, 0.00,-0.55, 9.99,-4.67, 0.14,-2.06, 0.00, 5.10, 499.490,-0.018,-0.921, 0.470, 1.88,-0.10, 0.98, 3.27, 0.00, 0.00, 1.38, 0.00, 0.00,--
