K_ep,K_run,t,Trg_Action,Rot_Action,Mu,Sigma,Policy,D_perp,Tau,Tau_CR,Theta_x,V_BO_Mag,V_BO_Angle,a_BO_Mag,V_BP_Mag,V_BP_Angle,Phi_PB,Trg_Flag,Impact_Flag_Ext,Impact_Flag_OB,r_BO.x,r_BO.y,r_BO.z,V_BO.x,V_BO.y,V_BO.z,a_BO.x,a_BO.y,a_BO.z,Eul_BO.x,Eul_BO.y,Eul_BO.z,W_BO.x,W_BO.y,W_BO.z,AngAcc_BO.y,F_thrust,Mx,My,Mz,x_d.x,x_d.y,x_d.z,v_d.x,v_d.y,v_d.z,a_d.x,a_d.y,a_d.z,Error
# DATA_TYPE: EXP, SAR_SETTINGS: {Policy_Type: DEEP_RL_ONBOARD, SAR_Type: Impulse_Micro, SAR_Config: A30_L100}, LEG_SETTINGS: {L_eff: 0.118, Gamma_eff: 30, K_Pitch: 0.4, K_Yaw: 0.4}, 
0,0, 8555.874, 1.000,-88.7,--,--,--, 1.080, 5.000, 5.000, 0.908, 1.05,   0.38, 0.07, 0.98,   0.55,-14.95,False,False,False, 1.71,-0.16, 1.52, 1.05, 0.08, 0.01, 0.00, 0.00, 0.00,-0.59, 14.95,-0.40, 0.17,-0.32, 0.00,-10.90, 492.049,-0.370, 1.147, 0.321, 1.78,-0.10, 1.60, 1.22, 0.00, 0.00, 2.00, 0.00, 0.00,--
0,0, 8555.923, 1.000,-88.6,--,--,--, 1.082, 5.000, 5.000, 1.115, 1.19,   0.29, 0.32, 1.21,   0.39,-14.31,False,False,False, 1.79,-0.16, 1.52, 1.18, 0.07, 0.01, 0.00, 0.00, 0.00,-0.43, 14.31,-0.37, 0.00,-0.20, 0.00,-4.50, 492.049,-0.370, 1.147, 0.321, 1.78,-0.10, 1.60, 1.22, 0.00, 0.00, 2.00, 0.00, 0.00,--
0,0, 8555.976, 1.000,-88.6,--,--,--, 1.082, 5.000, 5.000, 1.115, 1.27,   0.18, 0.17, 1.21,   0.39,-13.83,False,False,False, 1.84,-0.16, 1.52, 1.27, 0.07, 0.00, 0.00, 0.00, 0.00,-0.41, 13.83,-0.53, 0.00,-0.20, 0.00,-1.40, 493.272,-0.258, 1.395, 0.323, 1.91,-0.10, 1.60, 1.42, 0.00, 0.00, 2.00, 0.00, 0.00,--
0,0, 8556.023,-1.000,-88.5,--,--,--, 1.084, 5.000, 5.000, 1.294, 1.38,   0.25, 0.27, 1.40,   0.28,-13.35,False,False,False, 1.93,-0.16, 1.52, 1.38, 0.07, 0.01, 0.00, 0.00, 0.00,-0.40, 13.35,-0.69, 0.09,-0.28, 0.00,-10.20, 493.272,-0.258, 1.395, 0.323, 1.91,-0.10, 1.60, 1.42, 0.00, 0.00, 2.00, 0.00, 0.00,--
0,0, 8556.073,-1.000,-88.5,--,--,--, 1.084, 5.000, 5.000, 1.377, 1.46,   0.43, 0.27, 1.50,   0.58,-13.03,False,False,False, 1.99,-0.16, 1.52, 1.46, 0.07, 0.01, 0.00, 0.00, 0.00,-0.40, 13.03,-0.68, 0.00,-0.09, 0.00, 11.60, 495.719,-0.088, 1.915, 0.329, 2.07,-0.10, 1.60, 1.62, 0.00, 0.00, 2.00, 0.00, 0.00,--
0,0, 8556.125,-1.000,-88.5,--,--,--, 1.084, 5.000, 5.000, 1.377, 1.56,   0.77, 0.27, 1.50,   0.58,-12.87,False,False,False, 2.09,-0.16, 1.51, 1.56, 0.06, 0.02, 0.00, 0.00, 0.00,-0.38, 12.87,-0.84,-0.10, 0.03, 0.00, 6.60, 495.719,-0.088, 1.915, 0.329, 2.07,-0.10, 1.60, 1.62, 0.00, 0.00, 2.00, 0.00, 0.00,--
0,0, 8556.174, 1.000,-88.4,--,--,--, 1.085, 5.000, 5.000, 1.530, 1.62,   0.88, 0.31, 1.66,   0.95,-12.71,False,False,False, 2.16,-0.16, 1.51, 1.62, 0.06, 0.03, 0.00, 0.00, 0.00,-0.54, 12.71,-0.86,-0.04,-0.02, 0.00, 1.70, 497.554,-0.207, 2.374, 0.330, 2.28,-0.10, 1.60, 1.82, 0.00, 0.00, 1.86, 0.00, 0.00,--
0,0, 8556.226,-1.000,-88.4,--,--,--, 1.085, 5.000, 5.000, 1.606, 1.73,   1.19, 0.37, 1.74,   1.28,-12.71,False,False,False, 2.27,-0.16, 1.51, 1.73, 0.06, 0.04, 0.00, 0.00, 0.00,-0.53, 12.71,-1.02,-0.09, 0.13, 0.00, 4.60, 497.554,-0.207, 2.374, 0.330, 2.28,-0.10, 1.60, 1.82, 0.00, 0.00, 1.86, 0.00, 0.00,--
0,0, 8556.273,-1.000,-88.4,--,--,--, 1.085, 5.000, 5.000, 1.606, 1.79,   1.38, 0.24, 1.74,   1.28,-12.87,False,False,False, 2.34,-0.16, 1.52, 1.79, 0.06, 0.04, 0.00, 0.00, 0.00,-0.51, 12.87,-1.17, 0.02, 0.04, 0.00,-0.90, 485.729,-0.025, 1.097, 0.340, 2.45,-0.10, 1.60, 1.98, 0.00, 0.00, 1.36, 0.00, 0.00,--
0,0, 8556.325,-1.000,-88.3,--,--,--, 1.083, 5.000, 5.000, 1.745, 1.88,   1.37, 0.05, 1.89,   1.38,-12.70,False,False,False, 2.46,-0.16, 1.52, 1.88, 0.05, 0.04, 0.00, 0.00, 0.00,-0.63, 12.70,-1.51,-0.02,-0.25, 0.00,-7.80, 485.729,-0.025, 1.097, 0.340, 2.45,-0.10, 1.60, 1.98, 0.00, 0.00, 1.36, 0.00, 0.00,--
0,0, 8556.378,-1.000,-88.3,--,--,--, 1.082, 5.000, 5.000, 1.807, 1.93,   1.34, 0.10, 1.96,   1.25,-12.07,False,False,False, 2.54,-0.16, 1.52, 1.93, 0.05, 0.04, 0.00, 0.00, 0.00,-0.64, 12.07,-1.50,-0.03,-0.38, 0.00,-3.90, 476.758,-0.409, 1.688, 0.316, 2.64,-0.10, 1.60, 2.09, 0.00, 0.00, 0.86, 0.00, 0.00,--
0,0, 8556.434,-1.000,-88.3,--,--,--, 1.082, 5.000, 5.000, 1.862, 2.01,   1.17, 0.00, 2.02,   1.17,-10.79,False,False,False, 2.67,-0.16, 1.52, 2.01, 0.05, 0.04, 0.00, 0.00, 0.00,-0.66, 10.79,-1.50, 0.00,-0.54, 0.00,-11.40, 476.758,-0.409, 1.688, 0.316, 2.64,-0.10, 1.60, 2.09, 0.00, 0.00, 0.86, 0.00, 0.00,--
0,0, 8556.493,-1.000,-88.3,--,--,--, 1.081, 5.000, 5.000, 1.907, 2.06,   1.00,-0.01, 2.06,   1.02, -9.36,False,False,False, 2.80,-0.17, 1.52, 2.06, 0.05, 0.04, 0.00, 0.00, 0.00,-0.84, 9.36,-1.34,-0.04,-0.50, 0.00, 2.10, 470.948,-0.264, 1.760, 0.312, 2.87,-0.10, 1.60, 2.15, 0.00, 0.00, 0.36, 0.00, 0.00,--
0,0, 8556.527, 1.000,-88.3,--,--,--, 1.080, 5.000, 5.000, 1.937, 2.09,   0.85,-0.05, 2.10,   0.83, -8.24,False,False,False, 2.88,-0.17, 1.52, 2.09, 0.05, 0.03, 0.00, 0.00, 0.00,-0.87, 8.24,-1.18,-0.02,-0.52, 0.00,-7.00, 470.948,-0.264, 1.760, 0.312, 2.87,-0.10, 1.60, 2.15, 0.00, 0.00, 0.36, 0.00, 0.00,--
0,0, 8556.573, 1.000,-88.3,--,--,--, 1.080, 5.000, 5.000, 1.953, 2.11,   0.71,-0.62, 2.11,   0.30, -6.97,False,False,False, 2.97,-0.17, 1.52, 2.11, 0.05, 0.03, 0.00, 0.00, 0.00,-1.05, 6.97,-1.02,-0.07,-0.51, 0.00,-1.40, 365.545,-0.079, 1.848, 0.280, 3.06,-0.10, 1.51, 2.16, 0.00, 0.00, 0.00, 0.00, 0.27,--
0,0, 8556.630, 1.000,0.0,--,--,--, 1.082, 0.000,-5.000, 1.955, 2.12,  -1.43,-1.63, 2.12,  -1.91, -5.07,False,False,False, 3.11,-0.17, 1.52, 2.12, 0.04,-0.05, 0.00, 0.00, 0.00,-1.24, 5.07,-0.69,-0.06,-0.65, 0.00,-3.50, 365.545,-0.079, 1.848, 0.280, 3.06,-0.10, 1.51, 2.16, 0.00, 0.00, 0.00, 0.00, 0.27,--
0,0, 8556.675, 1.000,0.0,--,--,--, 1.082, 0.000,-5.000, 1.955, 2.12,  -2.82,-0.63, 2.12,  -1.91, -3.65,False,False,False, 3.20,-0.17, 1.51, 2.11, 0.04,-0.10, 0.00, 0.00, 0.00,-1.26, 3.65,-0.20,-0.04,-0.70, 0.00,-7.20, 472.885,-0.098, 2.574, 0.219, 3.28,-0.10, 1.52, 2.16, 0.00, 0.08, 0.00, 0.00, 1.27,--
0,0, 8556.724,-1.000,0.0,--,--,--, 1.087, 0.000,-5.000, 1.938, 2.10,  -2.60, 1.21, 2.11,  -3.12, -1.59,False,False,False, 3.33,-0.17, 1.51, 2.10, 0.05,-0.10, 0.00, 0.00, 0.00,-1.43, 1.59, 0.30,-0.02,-0.57, 0.00,-3.20, 472.885,-0.098, 2.574, 0.219, 3.28,-0.10, 1.52, 2.16, 0.00, 0.08, 0.00, 0.00, 1.27,--
0,0, 8556.779,-1.000,0.0,--,--,--, 1.087, 0.000,-5.000, 1.938, 2.06,  -1.08, 1.95, 2.11,  -3.12, -0.33,False,False,False, 3.42,-0.17, 1.51, 2.06, 0.06,-0.04, 0.00, 0.00, 0.00,-1.27, 0.33, 0.79, 0.00,-0.40, 0.00, 9.80, 580.836,-0.016,-3.330, 0.212, 3.49,-0.10, 1.53, 2.16, 0.00, 0.26, 0.00, 0.00, 2.27,--
0,0, 8556.834,-1.000,-88.1,--,--,--, 1.091, 5.000, 5.000, 1.823, 2.01,   3.00, 3.29, 2.00,   4.03,  0.94,False,False,False, 3.55,-0.17, 1.51, 2.00, 0.07, 0.10, 0.00, 0.00, 0.00,-1.10,-0.94, 1.44, 0.06,-0.23, 0.00, 0.30, 580.836,-0.016,-3.330, 0.212, 3.49,-0.10, 1.53, 2.16, 0.00, 0.26, 0.00, 0.00, 2.27,--
0,0, 8556.872, 1.000,-55.9,--,--,--, 1.080, 3.379, 3.010, 1.778, 1.96,   7.07, 4.00, 1.95,   9.44,  1.42,False,False,False, 3.63,-0.17, 1.51, 1.95, 0.08, 0.24, 0.00, 0.00, 0.00,-0.77,-1.42, 1.75, 0.14,-0.04, 0.00, 7.50, 650.459,-0.112, 3.226, 0.185, 3.71,-0.10, 1.57, 2.16, 0.00, 0.53, 0.00, 0.00, 3.00,--
0,0, 8556.928,-1.000,-6.7,--,--,--, 1.059, 2.020, 1.795, 1.742, 1.92,  14.61, 4.15, 1.92,  15.86,  1.26,False,False,False, 3.76,-0.16, 1.54, 1.86, 0.10, 0.48, 0.00, 0.00, 0.00,-0.29,-1.26, 2.06, 0.18, 0.16, 0.00, 2.60, 650.459,-0.112, 3.226, 0.185, 3.71,-0.10, 1.57, 2.16, 0.00, 0.53, 0.00, 0.00, 3.00,--
0,0, 8556.973, 0.998,-7.0,--,--,--, 1.029, 1.413, 1.251, 1.731, 1.92,  19.60, 4.25, 1.93,  22.22,  0.79,False,False,False, 3.83,-0.16, 1.56, 1.81, 0.10, 0.64, 0.00, 0.00, 0.00, 0.01,-0.79, 2.06, 0.17, 0.38, 0.00, 6.20, 711.621,-0.583, 2.419, 0.185, 3.93,-0.10, 1.68, 2.16, 0.00, 0.83, 0.00, 0.00, 2.89,--
0,0, 8557.030,-0.924,-10.5,--,--,--, 0.988, 1.045, 0.920, 1.753, 1.96,  27.39, 4.50, 1.98,  28.62, -0.63,False,False,False, 3.95,-0.16, 1.60, 1.74, 0.10, 0.90, 0.00, 0.00, 0.00, 0.31, 0.63, 2.06, 0.21, 0.41, 0.00,-8.00, 711.621,-0.583, 2.419, 0.185, 3.93,-0.10, 1.68, 2.16, 0.00, 0.83, 0.00, 0.00, 2.89,--
0,0, 8557.075,-0.408,-15.9,--,--,--, 0.947, 0.870, 0.762, 1.803, 2.01,  31.71, 2.82, 2.03,  32.50, -2.05,False,False,False, 4.02,-0.16, 1.64, 1.71, 0.11, 1.06, 0.00, 0.00, 0.00, 0.60, 2.05, 1.91, 0.06, 0.72, 0.00, 9.00, 603.262,-0.372, 2.127, 0.246, 3.93,-0.10, 1.68, 2.16, 0.00, 0.83, 0.00, 0.00, 2.89,--
0,0, 8557.127,-0.603,-21.7,--,--,--, 0.878, 0.718, 0.622, 1.928, 2.08,  35.32, 1.80, 2.09, -29.74, -4.28,False,False,False, 4.13,-0.16, 1.71, 1.70, 0.09, 1.20, 0.00, 0.00, 0.00, 0.58, 4.28, 1.45,-0.01, 0.71, 0.00,-2.50, 603.262,-0.372, 2.127, 0.246, 3.93,-0.10, 1.68, 2.16, 0.00, 0.83, 0.00, 0.00, 2.89,--
0,0, 8557.193,-0.486,-24.5,--,--,--, 0.829, 0.649, 0.556, 2.065, 2.15,  36.88, 0.97, 2.14, -28.82, -7.14,False,False,False, 4.24,-0.16, 1.78, 1.72, 0.09, 1.29, 0.00, 0.00, 0.00, 0.57, 7.14, 0.99, 0.05, 0.81, 0.00,-5.80, 549.541,-0.008, 0.937, 0.320, 4.34,-0.10, 1.85, 2.16, 0.00, 1.20, 0.00, 0.00, 0.99,--
0,0, 8557.226,-0.348,-25.3,--,--,--, 0.763, 0.576, 0.487, 2.282, 2.19,  37.22, 0.73, 2.19, -28.32, -8.89,False,False,False, 4.31,-0.15, 1.84, 1.74, 0.08, 1.32, 0.00, 0.00, 0.00, 0.60, 8.89, 0.52, 0.04, 0.79, 0.00, 0.30, 549.541,-0.008, 0.937, 0.320, 4.34,-0.10, 1.85, 2.16, 0.00, 1.20, 0.00, 0.00, 0.99,--
0,0, 8557.276,-0.181,-37.1,--,--,--, 0.696, 0.512, 0.425, 2.575, 2.24,  37.21, 0.50, 2.25, -28.38,-10.48,False,False,False, 4.39,-0.15, 1.89, 1.78, 0.07, 1.35, 0.00, 0.00, 0.00, 0.62, 10.48, 0.22,-0.07, 0.59, 0.00,-5.00, 476.249,-0.507, 1.089, 0.337, 4.55,-0.10, 1.96, 2.16, 0.00, 1.25, 0.00, 0.00, 0.00,--
0,0, 8557.323,-0.053,-53.7,--,--,--, 0.627, 0.466, 0.378, 2.958, 2.29,  35.92,-0.84, 2.29, -29.62,-12.71,False,False,False, 4.51,-0.16, 1.97, 1.86, 0.06, 1.34, 0.00, 0.00, 0.00, 0.37, 12.71,-0.44,-0.06, 0.51, 0.00,-6.70, 476.249,-0.507, 1.089, 0.337, 4.55,-0.10, 1.96, 2.16, 0.00, 1.25, 0.00, 0.00, 0.00,--
0,0, 8557.378, 0.062,-67.6,--,--,--, 0.560, 0.430, 0.339, 3.434, 2.32,  34.44,-0.75, 2.33, -31.46,-13.83,False,False,False, 4.59,-0.16, 2.03, 1.91, 0.05, 1.31, 0.00, 0.00, 0.00, 0.25, 13.83,-0.77,-0.02, 0.34, 0.00,-9.60, 469.521,-0.271,-0.091, 0.373, 4.77,-0.10, 2.09, 2.16, 0.00, 1.25, 0.00, 0.00, 0.00,--
0,0, 8557.426, 0.151,-77.5,--,--,--, 0.495, 0.391, 0.298, 4.034, 2.37,  32.31,-0.66, 2.37,  32.31,-14.63,False,False,False, 4.71,-0.16, 2.10, 2.00, 0.04, 1.26, 0.00, 0.00, 0.00, 0.00, 14.63,-1.28,-0.14, 0.01, 0.00,-5.30, 469.521,-0.271,-0.091, 0.373, 4.77,-0.10, 2.09, 2.16, 0.00, 1.25, 0.00, 0.00, 0.00,--
0,0, 8557.474, 0.266,-81.7,--,--,--, 0.431, 0.348, 0.253, 4.829, 2.41,  31.00,-0.53, 2.43,  30.69,-14.63,False,False,False, 4.80,-0.16, 2.16, 2.07, 0.04, 1.24, 0.00, 0.00, 0.00,-0.27, 14.63,-1.63,-0.12,-0.18, 0.00,-1.60, 477.778,-0.286, 0.096, 0.372, 4.99,-0.10, 2.21, 2.16, 0.00, 1.25, 0.00, 0.00, 0.00,--
0,0, 8557.524, 0.471,-90.0,--,--,--, 0.370, 0.305, 0.208, 5.849, 2.48,  29.23,-0.34, 2.48,  29.24,-13.66,False,False,False, 4.94,-0.16, 2.23, 2.17, 0.04, 1.21, 0.00, 0.00, 0.00,-0.72, 13.66,-2.00,-0.13,-0.48, 0.00, 8.40, 477.778,-0.286, 0.096, 0.372, 4.99,-0.10, 2.21, 2.16, 0.00, 1.25, 0.00, 0.00, 0.00,--
0,0, 8557.577, 0.565,-90.0,--,--,--, 0.310, 0.263, 0.163, 7.189, 2.52,  28.34,-2.11, 2.52,  27.86,-12.22,True,False,False, 5.03,-0.16, 2.28, 2.22, 0.04, 1.20, 0.00, 0.00, 0.00,-0.71, 12.22,-2.31,-0.01,-1.00, 0.00,-26.00, 477.778,-0.286, 0.096, 0.372, 4.99,-0.10, 2.21, 2.16, 0.00, 1.25, 0.00, 0.00, 0.00,--
0,0, 8557.624, 0.578,-90.0,--,--,--, 0.256, 0.260, 0.140, 8.606, 2.42,  24.02,-3.63, 2.42,  24.02, -5.05,True,False,False, 5.17,-0.17, 2.34, 2.21, 0.04, 0.98, 0.00, 0.00, 0.00,-1.31, 5.05,-2.76,-0.09,-4.65, 0.00,-67.40, 477.778,-0.286, 0.096, 0.372, 4.99,-0.10, 2.21, 2.16, 0.00, 1.25, 0.00, 0.00, 0.00,--
0,0, 8557.676, 0.588,-90.0,--,--,--, 0.213, 0.286, 0.128, 9.985, 2.30,  20.25,-4.05, 2.26,  19.25,  6.88,True,False,False, 5.27,-0.17, 2.38, 2.16, 0.04, 0.80, 0.00, 0.00, 0.00,-2.09,-6.88,-3.05,-0.15,-7.33, 0.00,-71.50, 0.000, 0.000,-3.340, 0.000, 5.42,-0.10, 2.46, 2.16, 0.00, 1.25, 0.00, 0.00, 0.00,--
0,0, 8557.724, 0.588,-90.0,--,--,--, 0.213, 0.286, 0.128, 9.985, 2.12,  10.12,-5.28, 2.26,  19.25, 35.55,True,False,False, 5.41,-0.17, 2.41, 2.09, 0.03, 0.37, 0.00, 0.00, 0.00,-3.63,-35.55,-2.50,-0.28,-11.61, 0.00,-72.40, 0.000, 0.000,-3.340, 0.000, 5.42,-0.10, 2.46, 2.16, 0.00, 1.25, 0.00, 0.00, 0.00,--
0,0, 8557.724, 0.588,-90.0,--,--,--, 0.213, 0.286, 0.128, 9.985, 2.12,  10.12,-5.28, 2.26,  19.25, 35.55,True,False,False, 5.41,-0.17, 2.41, 2.09, 0.03, 0.37, 0.00, 0.00, 0.00,-3.63,-35.55,-2.50,-0.28,-11.61, 0.00,-72.40, 0.000, 0.000,-3.340, 0.000, 5.42,-0.10, 2.46, 2.16, 0.00, 1.25, 0.00, 0.00, 0.00,--
