K_ep,K_run,t,Trg_Action,Rot_Action,Mu,Sigma,Policy,D_perp,Tau,Tau_CR,Theta_x,V_BO_Mag,V_BO_Angle,a_BO_Mag,V_BP_Mag,V_BP_Angle,Phi_PB,Trg_Flag,Impact_Flag_Ext,Impact_Flag_OB,r_BO.x,r_BO.y,r_BO.z,V_BO.x,V_BO.y,V_BO.z,a_BO.x,a_BO.y,a_BO.z,Eul_BO.x,Eul_BO.y,Eul_BO.z,W_BO.x,W_BO.y,W_BO.z,AngAcc_BO.y,F_thrust,Mx,My,Mz,x_d.x,x_d.y,x_d.z,v_d.x,v_d.y,v_d.z,a_d.x,a_d.y,a_d.z,Error
# DATA_TYPE: EXP, SAR_SETTINGS: {Policy_Type: DEEP_RL_ONBOARD, SAR_Type: Impulse_Micro, SAR_Config: A30_L100}, LEG_SETTINGS: {L_eff: 0.118, Gamma_eff: 30, K_Pitch: 0.4, K_Yaw: 0.4}, 
0,0, 9927.275, 1.000,-4.5,--,--,--, 1.595, 5.000, 5.000, 0.777, 1.33,   0.47, 0.43, 1.24,   0.67,-14.15,False,False,False, 2.13,-0.19, 1.00, 1.33, 0.09, 0.01, 0.00, 0.00, 0.00,-0.55, 14.15,-0.71, 0.02,-0.14, 0.00, 13.80, 485.627,-0.454, 1.973, 0.012, 2.23,-0.10, 1.08, 1.44, 0.00, 0.00, 1.82, 0.00, 0.00,--
0,0, 9927.326,-1.000,-4.3,--,--,--, 1.596, 5.000, 5.000, 0.903, 1.44,   0.79, 0.23, 1.44,   0.81,-13.51,False,False,False, 2.22,-0.19, 1.00, 1.44, 0.09, 0.02, 0.00, 0.00, 0.00,-0.54, 13.51,-0.86,-0.04,-0.19, 0.00, 2.30, 485.627,-0.454, 1.973, 0.012, 2.23,-0.10, 1.08, 1.44, 0.00, 0.00, 1.82, 0.00, 0.00,--
0,0, 9927.390, 1.000,-4.2,--,--,--, 1.597, 5.000, 5.000, 0.960, 1.55,   0.89, 0.08, 1.54,   0.90,-12.71,False,False,False, 2.32,-0.19, 1.00, 1.55, 0.08, 0.02, 0.00, 0.00, 0.00,-0.68, 12.71,-1.03,-0.08,-0.42, 0.00,-9.40, 476.045,-0.387, 0.662, 0.023, 2.36,-0.10, 1.08, 1.59, 0.00, 0.00, 1.32, 0.00, 0.00,--
0,0, 9927.424, 1.000,-4.1,--,--,--, 1.598, 5.000, 5.000, 1.012, 1.62,   0.74, 0.27, 1.62,   0.76,-11.75,False,False,False, 2.39,-0.19, 1.00, 1.62, 0.08, 0.02, 0.00, 0.00, 0.00,-0.99, 11.75,-1.22,-0.10,-0.49, 0.00,-6.30, 476.045,-0.387, 0.662, 0.023, 2.36,-0.10, 1.08, 1.59, 0.00, 0.00, 1.32, 0.00, 0.00,--
0,0, 9927.492, 1.000,-4.1,--,--,--, 1.598, 5.000, 5.000, 1.054, 1.70,   0.84, 0.01, 1.69,   0.83, -9.99,False,False,False, 2.49,-0.19, 1.00, 1.70, 0.08, 0.03, 0.00, 0.00, 0.00,-1.28, 9.99,-1.70,-0.05,-0.68, 0.00, 3.70, 470.336, 0.142, 1.038, 0.065, 2.52,-0.10, 1.08, 1.70, 0.00, 0.00, 0.82, 0.00, 0.00,--
0,0, 9927.526,-1.000,-4.0,--,--,--, 1.598, 5.000, 5.000, 1.083, 1.73,   0.83, 0.13, 1.73,   0.86, -8.39,False,False,False, 2.57,-0.19, 1.00, 1.73, 0.08, 0.03, 0.00, 0.00, 0.00,-1.45, 8.39,-1.86, 0.03,-0.77, 0.00,-1.90, 470.336, 0.142, 1.038, 0.065, 2.52,-0.10, 1.08, 1.70, 0.00, 0.00, 0.82, 0.00, 0.00,--
0,0, 9927.587,-1.000,-4.0,--,--,--, 1.598, 5.000, 5.000, 1.106, 1.77,   1.00, 0.25, 1.77,   0.95, -6.00,False,False,False, 2.68,-0.19, 1.00, 1.77, 0.09, 0.03, 0.00, 0.00, 0.00,-1.63, 6.00,-2.31, 0.05,-0.64, 0.00, 1.40, 467.380,-0.346, 1.990, 0.101, 2.71,-0.10, 1.08, 1.76, 0.00, 0.00, 0.32, 0.00, 0.00,--
0,0, 9927.627,-1.000,-4.0,--,--,--, 1.598, 5.000, 5.000, 1.117, 1.79,   1.03, 0.10, 1.79,   1.04, -4.41,False,False,False, 2.76,-0.19, 1.00, 1.79, 0.09, 0.03, 0.00, 0.00, 0.00,-1.65, 4.41,-2.60,-0.02,-0.67, 0.00, 3.70, 467.380,-0.346, 1.990, 0.101, 2.71,-0.10, 1.08, 1.76, 0.00, 0.00, 0.32, 0.00, 0.00,--
0,0, 9927.672,-1.000,-4.0,--,--,--, 1.598, 5.000, 5.000, 1.117, 1.79,   0.61,-1.16, 1.79,   1.04, -2.81,False,False,False, 2.83,-0.19, 1.00, 1.79, 0.10, 0.02, 0.00, 0.00, 0.00,-1.67, 2.81,-2.90, 0.02,-0.70, 0.00,-4.00, 381.448,-0.281, 1.631, 0.155, 2.85,-0.10, 1.00, 1.77, 0.00, 0.01, 0.00, 0.00, 0.36,--
