K_ep,K_run,t,Trg_Action,Rot_Action,Mu,Sigma,Policy,D_perp,Tau,Tau_CR,Theta_x,V_BO_Mag,V_BO_Angle,a_BO_Mag,V_BP_Mag,V_BP_Angle,Phi_PB,Trg_Flag,Impact_Flag_Ext,Impact_Flag_OB,r_BO.x,r_BO.y,r_BO.z,V_BO.x,V_BO.y,V_BO.z,a_BO.x,a_BO.y,a_BO.z,Eul_BO.x,Eul_BO.y,Eul_BO.z,W_BO.x,W_BO.y,W_BO.z,AngAcc_BO.y,F_thrust,Mx,My,Mz,x_d.x,x_d.y,x_d.z,v_d.x,v_d.y,v_d.z,a_d.x,a_d.y,a_d.z,Error
# DATA_TYPE: EXP, SAR_SETTINGS: {Policy_Type: DEEP_RL_ONBOARD, SAR_Type: Impulse_Micro, SAR_Config: A30_L100}, LEG_SETTINGS: {L_eff: 0.118, Gamma_eff: 30, K_Pitch: 0.4, K_Yaw: 0.4}, 
0,0, 8399.523, 1.000,-80.8,--,--,--, 1.220, 5.000, 5.000, 1.293, 1.54,   1.04, 0.86, 1.58,   1.08,-22.50,False,False,False, 1.63,-0.16, 1.38, 1.54, 0.07, 0.03, 0.00, 0.00, 0.00,-0.40, 22.50,-0.40, 0.00,-0.13, 0.00, 4.20, 500.306,-0.123, 0.227, 0.079, 1.64,-0.10, 1.45, 1.59, 0.00, 0.00, 3.00, 0.00, 0.00,--
0,0, 8399.574, 1.000,-80.5,--,--,--, 1.220, 5.000, 5.000, 1.446, 1.69,   1.22, 0.77, 1.77,   1.36,-22.34,False,False,False, 1.70,-0.16, 1.38, 1.69, 0.06, 0.04, 0.00, 0.00, 0.00,-0.41, 22.34,-0.40, 0.01, 0.14, 0.00,-3.80, 514.373, 0.064, 1.371, 0.096, 1.94,-0.10, 1.45, 1.88, 0.00, 0.00, 2.68, 0.00, 0.00,--
0,0, 8399.622,-1.000,-80.2,--,--,--, 1.220, 5.000, 5.000, 1.590, 1.91,   1.53, 0.43, 1.94,   1.54,-23.15,False,False,False, 1.82,-0.16, 1.38, 1.91, 0.06, 0.05, 0.00, 0.00, 0.00,-0.49, 23.15,-0.75,-0.12, 0.17, 0.00,-7.50, 514.373, 0.064, 1.371, 0.096, 1.94,-0.10, 1.45, 1.88, 0.00, 0.00, 2.68, 0.00, 0.00,--
0,0, 8399.674, 1.000,-80.0,--,--,--, 1.220, 5.000, 5.000, 1.723, 2.04,   1.40, 0.25, 2.10,   1.27,-23.31,False,False,False, 1.90,-0.16, 1.38, 2.04, 0.06, 0.05, 0.00, 0.00, 0.00,-0.62, 23.31,-0.94,-0.04,-0.17, 0.00,-6.90, 483.996,-0.039,-0.150, 0.122, 2.09,-0.10, 1.45, 2.12, 0.00, 0.00, 2.18, 0.00, 0.00,--
0,0, 8399.726,-1.000,-79.7,--,--,--, 1.220, 5.000, 5.000, 1.846, 2.22,   0.90, 0.03, 2.25,   0.83,-22.17,False,False,False, 2.04,-0.17, 1.38, 2.22, 0.06, 0.04, 0.00, 0.00, 0.00,-0.88, 22.17,-1.30,-0.13,-0.64, 0.00,-2.60, 483.996,-0.039,-0.150, 0.122, 2.09,-0.10, 1.45, 2.12, 0.00, 0.00, 2.18, 0.00, 0.00,--
0,0, 8399.793, 1.000,-79.2,--,--,--, 1.222, 5.000, 5.000, 1.952, 2.39,   0.36, 0.05, 2.39,   0.37,-19.43,False,False,False, 2.18,-0.17, 1.38, 2.39, 0.06, 0.01, 0.00, 0.00, 0.00,-0.98, 19.43,-1.78,-0.09,-1.07, 0.00,-3.30, 473.191, 0.032, 1.239, 0.156, 2.29,-0.10, 1.45, 2.32, 0.00, 0.00, 1.68, 0.00, 0.00,--
0,0, 8399.843, 1.000,-78.7,--,--,--, 1.224, 5.000, 5.000, 2.039, 2.52,   0.00, 0.20, 2.50,   0.05,-15.57,False,False,False, 2.34,-0.17, 1.37, 2.52, 0.05, 0.00, 0.00, 0.00, 0.00,-1.27, 15.57,-2.41,-0.04,-1.23, 0.00, 0.70, 473.191, 0.032, 1.239, 0.156, 2.29,-0.10, 1.45, 2.32, 0.00, 0.00, 1.68, 0.00, 0.00,--
0,0, 8399.876, 1.000,0.0,--,--,--, 1.227, 0.000,-5.000, 2.105, 2.55,  -0.04, 0.30, 2.59,  -0.06,-14.28,False,False,False, 2.39,-0.17, 1.37, 2.55, 0.05,-0.00, 0.00, 0.00, 0.00,-1.26, 14.28,-2.71,-0.09,-1.17, 0.00, 2.20, 478.899, 0.001, 2.306, 0.192, 2.53,-0.10, 1.45, 2.46, 0.00, 0.00, 1.18, 0.00, 0.00,--
0,0, 8399.927,-1.000,-77.7,--,--,--, 1.230, 5.000, 5.000, 2.146, 2.63,   0.13, 0.64, 2.64,   0.24,-10.28,False,False,False, 2.56,-0.17, 1.37, 2.63, 0.05, 0.01, 0.00, 0.00, 0.00,-1.63, 10.28,-3.17,-0.03,-1.21, 0.00, 3.20, 478.899, 0.001, 2.306, 0.192, 2.53,-0.10, 1.45, 2.46, 0.00, 0.00, 1.18, 0.00, 0.00,--
