K_ep,K_run,t,Trg_Action,Rot_Action,Mu,Sigma,Policy,D_perp,Tau,Tau_CR,Theta_x,V_BO_Mag,V_BO_Angle,a_BO_Mag,V_BP_Mag,V_BP_Angle,Phi_PB,Trg_Flag,Impact_Flag_Ext,Impact_Flag_OB,r_BO.x,r_BO.y,r_BO.z,V_BO.x,V_BO.y,V_BO.z,a_BO.x,a_BO.y,a_BO.z,Eul_BO.x,Eul_BO.y,Eul_BO.z,W_BO.x,W_BO.y,W_BO.z,AngAcc_BO.y,F_thrust,Mx,My,Mz,x_d.x,x_d.y,x_d.z,v_d.x,v_d.y,v_d.z,a_d.x,a_d.y,a_d.z,Error
# DATA_TYPE: EXP, SAR_SETTINGS: {Policy_Type: DEEP_RL_ONBOARD, SAR_Type: Impulse_Micro, SAR_Config: A30_L100}, LEG_SETTINGS: {L_eff: 0.118, Gamma_eff: 30, K_Pitch: 0.4, K_Yaw: 0.4}, 
0,0, 3691.175,-1.000,0.0,--,--,--, 2.479, 0.000,-5.000,-0.034, 0.09,-179.34, 0.00, 0.10, -32.77, -0.33,False,False,False,-0.18,-0.25, 0.12,-0.09, 0.05,-0.00, 0.00, 0.00, 0.00, 0.33, 0.33,-4.12, 0.00,-0.01, 0.00, 0.00, 764.934,-2.222, 1.926, 0.442, 0.00, 0.00, 0.50, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00,--
0,0, 3691.232,-1.000,0.0,--,--,--, 2.479, 0.000,-5.000,-0.034, 0.09,-179.33, 0.00, 0.10, -32.77, -0.33,False,False,False,-0.18,-0.25, 0.12,-0.09, 0.05,-0.00, 0.00, 0.00, 0.00, 0.33, 0.33,-4.12, 0.00,-0.01, 0.00, 0.00, 764.934,-2.222, 1.926, 0.442, 0.00, 0.00, 0.50, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00,--
0,0, 3691.288,-1.000,0.0,--,--,--, 2.479, 0.000,-5.000,-0.034, 0.09,-179.33,-0.01, 0.10, -32.77, -0.33,False,False,False,-0.18,-0.25, 0.12,-0.09, 0.05,-0.00, 0.00, 0.00, 0.00, 0.33, 0.33,-4.12,-0.01,-0.01, 0.00, 0.10, 764.934,-2.215, 1.911, 0.440, 0.00, 0.00, 0.50, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00,--
0,0, 3691.333,-1.000,0.0,--,--,--, 2.479, 0.000,-5.000,-0.034, 0.09, 180.00, 0.00, 0.10, -32.77, -0.33,False,False,False,-0.18,-0.25, 0.12,-0.09, 0.05, 0.00, 0.00, 0.00, 0.00, 0.33, 0.33,-4.12, 0.00, 0.00, 0.00, 0.40, 764.934,-2.215, 1.911, 0.440, 0.00, 0.00, 0.50, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00,--
0,0, 3691.389,-1.000,0.0,--,--,--, 2.479, 0.000,-5.000,-0.033, 0.09, 180.00, 0.00, 0.10, -32.77, -0.33,False,False,False,-0.18,-0.25, 0.12,-0.09, 0.05, 0.00, 0.00, 0.00, 0.00, 0.33, 0.33,-4.12,-0.01,-0.01, 0.00, 0.00, 764.934,-2.229, 1.923, 0.442, 0.00, 0.00, 0.50, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00,--
0,0, 3691.426,-1.000,0.0,--,--,--, 2.479, 0.000,-5.000,-0.033, 0.09, 180.00, 0.00, 0.10, -32.77, -0.33,False,False,False,-0.18,-0.25, 0.12,-0.09, 0.05, 0.00, 0.00, 0.00, 0.00, 0.33, 0.33,-4.12, 0.00,-0.01, 0.00, 0.00, 764.934,-2.229, 1.923, 0.442, 0.00, 0.00, 0.50, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00,--
0,0, 3691.491,-1.000,0.0,--,--,--, 2.479, 0.000,-5.000,-0.033, 0.08, 180.00, 0.00, 0.10, -32.77, -0.33,False,False,False,-0.18,-0.25, 0.12,-0.08, 0.05, 0.00, 0.00, 0.00, 0.00, 0.33, 0.33,-4.12,-0.01,-0.01, 0.00, 0.00, 764.934,-2.239, 1.907, 0.441, 0.00, 0.00, 0.50, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00,--
0,0, 3691.526,-1.000,0.0,--,--,--, 2.479, 0.000,-5.000,-0.033, 0.08, 180.00,-0.02, 0.10, -32.77, -0.33,False,False,False,-0.18,-0.25, 0.12,-0.08, 0.05, 0.00, 0.00, 0.00, 0.00, 0.33, 0.33,-4.12, 0.00, 0.00, 0.00, 0.00, 764.934,-2.239, 1.907, 0.441, 0.00, 0.00, 0.50, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00,--
0,0, 3691.572,-1.000,0.0,--,--,--, 2.479, 0.000,-5.000,-0.033, 0.08,-179.32, 0.00, 0.10, -32.77, -0.33,False,False,False,-0.18,-0.25, 0.12,-0.08, 0.05,-0.00, 0.00, 0.00, 0.00, 0.33, 0.33,-4.12,-0.01,-0.01, 0.00,-0.20, 764.934,-2.239, 1.907, 0.441, 0.00, 0.00, 0.50, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00,--
0,0, 3691.630,-1.000,0.0,--,--,--, 2.479, 0.000,-5.000,-0.033, 0.09,-178.65, 0.00, 0.10, -32.77, -0.33,False,False,False,-0.18,-0.25, 0.12,-0.09, 0.05,-0.00, 0.00, 0.00, 0.00, 0.33, 0.33,-4.12, 0.00,-0.01, 0.00,-0.20, 764.934,-2.232, 1.916, 0.444, 0.00, 0.00, 0.50, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00,--
0,0, 3691.666,-1.000,0.0,--,--,--, 2.479, 0.000,-5.000,-0.034, 0.09,-179.33, 0.01, 0.10, -32.77, -0.33,False,False,False,-0.18,-0.25, 0.12,-0.09, 0.05,-0.00, 0.00, 0.00, 0.00, 0.33, 0.33,-4.12, 0.00,-0.01, 0.00,-0.10, 764.934,-2.244, 1.922, 0.443, 0.00, 0.00, 0.50, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00,--
0,0, 3691.733,-1.000,0.0,--,--,--, 2.479, 0.000,-5.000,-0.034, 0.09,-179.33, 0.00, 0.10, -32.77, -0.33,False,False,False,-0.18,-0.25, 0.12,-0.09, 0.06,-0.00, 0.00, 0.00, 0.00, 0.33, 0.33,-4.12, 0.00, 0.00, 0.00, 0.40, 764.934,-2.244, 1.922, 0.443, 0.00, 0.00, 0.50, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00,--
