K_ep,K_run,t,Trg_Action,Rot_Action,Mu,Sigma,Policy,D_perp,Tau,Tau_CR,Theta_x,V_BO_Mag,V_BO_Angle,a_BO_Mag,V_BP_Mag,V_BP_Angle,Phi_PB,Trg_Flag,Impact_Flag_Ext,Impact_Flag_OB,r_BO.x,r_BO.y,r_BO.z,V_BO.x,V_BO.y,V_BO.z,a_BO.x,a_BO.y,a_BO.z,Eul_BO.x,Eul_BO.y,Eul_BO.z,W_BO.x,W_BO.y,W_BO.z,AngAcc_BO.y,F_thrust,Mx,My,Mz,x_d.x,x_d.y,x_d.z,v_d.x,v_d.y,v_d.z,a_d.x,a_d.y,a_d.z,Error
# DATA_TYPE: EXP, SAR_SETTINGS: {Policy_Type: DEEP_RL_ONBOARD, SAR_Type: Impulse_Micro, SAR_Config: A30_L100}, LEG_SETTINGS: {L_eff: 0.118, Gamma_eff: 30, K_Pitch: 0.4, K_Yaw: 0.4}, 
0,0, 7604.941, 1.000,-0.2,--,--,--, 1.840, 5.000, 5.000, 0.363, 0.75,   1.15, 0.32, 0.68,   1.38,-15.74,False,False,False, 1.94,-0.17, 0.76, 0.75, 0.10, 0.01, 0.00, 0.00, 0.00,-0.50, 15.74,-1.03, 0.01, 0.10, 0.00, 3.90, 523.344,-0.389, 0.521, 0.069, 2.01,-0.10, 0.86, 1.00, 0.00, 0.00, 2.00, 0.00, 0.00,--
0,0, 7604.975,-1.000,-0.2,--,--,--, 1.840, 5.000, 5.000, 0.431, 0.84,   1.16, 0.25, 0.80,   1.21,-15.91,False,False,False, 1.97,-0.17, 0.76, 0.84, 0.11, 0.02, 0.00, 0.00, 0.00,-0.32, 15.91,-1.17, 0.16,-0.05, 0.00,-9.90, 523.344,-0.389, 0.521, 0.069, 2.01,-0.10, 0.86, 1.00, 0.00, 0.00, 2.00, 0.00, 0.00,--
0,0, 7605.042, 1.000,-0.2,--,--,--, 1.840, 5.000, 5.000, 0.497, 0.99,   0.87, 0.18, 0.92,   1.07,-15.75,False,False,False, 2.04,-0.16, 0.76, 0.99, 0.11, 0.01, 0.00, 0.00, 0.00, 0.20, 15.75,-1.41, 0.20,-0.13, 0.00,-3.80, 521.509,-0.518, 0.730, 0.112, 2.12,-0.10, 0.86, 1.20, 0.00, 0.00, 2.00, 0.00, 0.00,--
0,0, 7605.076, 1.000,-0.2,--,--,--, 1.840, 5.000, 5.000, 0.562, 1.08,   0.85, 0.01, 1.04,   0.88,-15.44,False,False,False, 2.08,-0.16, 0.76, 1.08, 0.11, 0.02, 0.00, 0.00, 0.00, 0.39, 15.44,-1.71, 0.05,-0.09, 0.00, 9.30, 521.509,-0.518, 0.730, 0.112, 2.12,-0.10, 0.86, 1.20, 0.00, 0.00, 2.00, 0.00, 0.00,--
0,0, 7605.143,-1.000,-0.2,--,--,--, 1.840, 5.000, 5.000, 0.624, 1.22,   0.47, 0.16, 1.15,   0.56,-14.96,False,False,False, 2.16,-0.16, 0.76, 1.22, 0.10, 0.01, 0.00, 0.00, 0.00, 0.60, 14.96,-2.16, 0.06,-0.11, 0.00, 10.60, 523.038,-0.652, 1.371, 0.157, 2.25,-0.10, 0.86, 1.40, 0.00, 0.00, 2.00, 0.00, 0.00,--
0,0, 7605.177,-1.000,-0.2,--,--,--, 1.840, 5.000, 5.000, 0.624, 1.30,   0.53, 0.28, 1.15,   0.56,-14.65,False,False,False, 2.22,-0.16, 0.76, 1.30, 0.10, 0.01, 0.00, 0.00, 0.00, 0.64, 14.65,-2.48, 0.02,-0.15, 0.00, 9.10, 523.038,-0.652, 1.371, 0.157, 2.25,-0.10, 0.86, 1.40, 0.00, 0.00, 2.00, 0.00, 0.00,--
0,0, 7605.243,-1.000,-0.2,--,--,--, 1.842, 5.000, 5.000, 0.739, 1.43,   0.56, 0.13, 1.36,   0.70,-14.01,False,False,False, 2.31,-0.16, 0.76, 1.43, 0.08, 0.01, 0.00, 0.00, 0.00, 0.56, 14.01,-3.29,-0.03,-0.22, 0.00,-7.20, 523.038,-0.234, 1.404, 0.258, 2.40,-0.10, 0.86, 1.60, 0.00, 0.00, 2.00, 0.00, 0.00,--
0,0, 7605.293,-1.000,-0.2,--,--,--, 1.843, 5.000, 5.000, 0.793, 1.54,   0.75, 0.03, 1.46,   0.67,-13.38,False,False,False, 2.40,-0.16, 0.76, 1.54, 0.07, 0.02, 0.00, 0.00, 0.00, 0.64, 13.38,-4.08,-0.07,-0.19, 0.00,-1.00, 523.038,-0.234, 1.404, 0.258, 2.40,-0.10, 0.86, 1.60, 0.00, 0.00, 2.00, 0.00, 0.00,--
0,0, 7605.335,-1.000,-0.2,--,--,--, 1.844, 5.000, 5.000, 0.846, 1.61,   0.82, 0.16, 1.56,   0.64,-13.06,False,False,False, 2.47,-0.16, 0.75, 1.61, 0.07, 0.02, 0.00, 0.00, 0.00, 0.52, 13.06,-4.57, 0.09,-0.12, 0.00,-3.80, 527.523,-0.430, 1.962, 0.346, 2.61,-0.10, 0.86, 1.80, 0.00, 0.00, 1.80, 0.00, 0.00,--
